"Batting_Team","Striker","Season","Stadium","Runs","Dismissed","Balls","Bowling_Team","Average","Strike_Rate"
"Deccan Chargers","Nuwan Zoysa",2008,"Rajiv Gandhi International Stadium",11,1,9,"All",11,122.222222222222
"Deccan Chargers","PM Sarvesh Kumar",2008,"Feroz Shah Kotla",1,0,2,"All",Inf,50
"Deccan Chargers","Paidikalva Vijaykumar",2008,"Feroz Shah Kotla",1,0,1,"All",Inf,100
"Deccan Chargers","Parthiv Patel",2012,"Barabati Stadium",23,2,20,"All",11.5,115
"Deccan Chargers","Parthiv Patel",2012,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",21,2,22,"All",10.5,95.4545454545455
"Deccan Chargers","Parthiv Patel",2012,"Feroz Shah Kotla",45,1,27,"All",45,166.666666666667
"Deccan Chargers","Parthiv Patel",2012,"MA Chidambaram Stadium",1,1,5,"All",1,20
"Deccan Chargers","Parthiv Patel",2012,"Punjab Cricket Association Stadium",18,1,16,"All",18,112.5
"Deccan Chargers","Parthiv Patel",2012,"Rajiv Gandhi International Stadium",43,2,39,"All",21.5,110.25641025641
"Deccan Chargers","Parthiv Patel",2012,"Subrata Roy Sahara Stadium",24,1,18,"All",24,133.333333333333
"Deccan Chargers","Parthiv Patel",2012,"Wankhede Stadium",19,1,18,"All",19,105.555555555556
"Deccan Chargers","Pragyan Ojha",2008,"Feroz Shah Kotla",0,1,1,"All",0,0
"Deccan Chargers","Pragyan Ojha",2008,"Rajiv Gandhi International Stadium",1,0,1,"All",Inf,100
"Deccan Chargers","Pragyan Ojha",2008,"Sawai Mansingh Stadium",1,0,2,"All",Inf,50
"Deccan Chargers","Pragyan Ojha",2009,"Buffalo Park",0,1,2,"All",0,0
"Deccan Chargers","Pragyan Ojha",2009,"Kingsmead",0,1,4,"All",0,0
"Deccan Chargers","Pragyan Ojha",2009,"SuperSport Park",1,1,1,"All",1,100
"Deccan Chargers","Pragyan Ojha",2010,"Brabourne Stadium",2,1,2,"All",2,100
"Deccan Chargers","Pragyan Ojha",2010,"Dr DY Patil Sports Academy",1,2,6,"All",0.5,16.6666666666667
"Deccan Chargers","RP Singh",2008,"Eden Gardens",1,0,2,"All",Inf,50
"Deccan Chargers","RP Singh",2008,"Feroz Shah Kotla",1,1,2,"All",1,50
"Deccan Chargers","RP Singh",2008,"Rajiv Gandhi International Stadium",23,2,17,"All",11.5,135.294117647059
"Deccan Chargers","RP Singh",2008,"Sawai Mansingh Stadium",2,1,3,"All",2,66.6666666666667
"Deccan Chargers","RP Singh",2009,"Buffalo Park",2,1,6,"All",2,33.3333333333333
"Deccan Chargers","RP Singh",2009,"Kingsmead",4,2,5,"All",2,80
"Deccan Chargers","RP Singh",2009,"New Wanderers Stadium",0,1,2,"All",0,0
"Deccan Chargers","RP Singh",2009,"SuperSport Park",2,0,4,"All",Inf,50
"Deccan Chargers","RP Singh",2010,"Barabati Stadium",4,0,2,"All",Inf,200
"Deccan Chargers","RP Singh",2010,"Dr DY Patil Sports Academy",1,1,8,"All",1,12.5
"Deccan Chargers","RP Singh",2010,"Sardar Patel Stadium",1,0,4,"All",Inf,25
"Deccan Chargers","RP Singh",2010,"Vidarbha Cricket Association Stadium",3,1,5,"All",3,60
"Deccan Chargers","Rahul Sharma",2010,"Brabourne Stadium",5,1,7,"All",5,71.4285714285714
"Deccan Chargers","Rahul Sharma",2010,"Dr DY Patil Sports Academy",0,1,6,"All",0,0
"Deccan Chargers","Rahul Sharma",2010,"Feroz Shah Kotla",14,0,8,"All",Inf,175
"Deccan Chargers","Rahul Sharma",2010,"Sardar Patel Stadium",10,1,5,"All",10,200
"Deccan Chargers","Rohit Sharma",2008,"Eden Gardens",0,1,3,"All",0,0
"Deccan Chargers","Rohit Sharma",2008,"Feroz Shah Kotla",35,1,18,"All",35,194.444444444444
"Deccan Chargers","Rohit Sharma",2008,"M Chinnaswamy Stadium",57,1,42,"All",57,135.714285714286
"Deccan Chargers","Rohit Sharma",2008,"MA Chidambaram Stadium",23,1,17,"All",23,135.294117647059
"Deccan Chargers","Rohit Sharma",2008,"Punjab Cricket Association Stadium",50,1,27,"All",50,185.185185185185
"Deccan Chargers","Rohit Sharma",2008,"Rajiv Gandhi International Stadium",234,5,158,"All",46.8,148.101265822785
"Deccan Chargers","Rohit Sharma",2008,"Sawai Mansingh Stadium",5,1,8,"All",5,62.5
"Deccan Chargers","Rohit Sharma",2009,"Buffalo Park",21,1,20,"All",21,105
"Deccan Chargers","Rohit Sharma",2009,"De Beers Diamond Oval",18,2,29,"All",9,62.0689655172414
"Deccan Chargers","Rohit Sharma",2009,"Kingsmead",27,3,31,"All",9,87.0967741935484
"Deccan Chargers","Rohit Sharma",2009,"New Wanderers Stadium",98,2,62,"All",49,158.064516129032
"Deccan Chargers","Rohit Sharma",2009,"Newlands",88,1,62,"All",88,141.935483870968
"Deccan Chargers","Rohit Sharma",2009,"St George's Park",38,1,32,"All",38,118.75
"Deccan Chargers","Rohit Sharma",2009,"SuperSport Park",72,3,79,"All",24,91.1392405063291
"Deccan Chargers","Rohit Sharma",2010,"Barabati Stadium",46,2,32,"All",23,143.75
"Deccan Chargers","Rohit Sharma",2010,"Brabourne Stadium",11,1,13,"All",11,84.6153846153846
"Deccan Chargers","Rohit Sharma",2010,"Dr DY Patil Sports Academy",60,4,49,"All",15,122.448979591837
"Deccan Chargers","Rohit Sharma",2010,"Eden Gardens",2,1,6,"All",2,33.3333333333333
"Deccan Chargers","Rohit Sharma",2010,"Feroz Shah Kotla",11,1,9,"All",11,122.222222222222
"Deccan Chargers","Rohit Sharma",2010,"Himachal Pradesh Cricket Association Stadium",68,0,38,"All",Inf,178.947368421053
"Deccan Chargers","Rohit Sharma",2010,"M Chinnaswamy Stadium",6,1,5,"All",6,120
"Deccan Chargers","Rohit Sharma",2010,"MA Chidambaram Stadium",19,0,10,"All",Inf,190
"Deccan Chargers","Rohit Sharma",2010,"Sardar Patel Stadium",49,1,35,"All",49,140
"Deccan Chargers","Rohit Sharma",2010,"Vidarbha Cricket Association Stadium",132,3,105,"All",44,125.714285714286
"Deccan Chargers","Rusty Theron",2012,"Rajiv Gandhi International Stadium",7,0,6,"All",Inf,116.666666666667
"Deccan Chargers","Ryan Harris",2009,"Buffalo Park",1,1,4,"All",1,25
"Deccan Chargers","Ryan Harris",2009,"New Wanderers Stadium",11,0,7,"All",Inf,157.142857142857
"Deccan Chargers","Ryan Harris",2009,"SuperSport Park",9,0,7,"All",Inf,128.571428571429
"Deccan Chargers","Ryan Harris",2010,"Brabourne Stadium",13,1,10,"All",13,130
"Deccan Chargers","Ryan Harris",2010,"Dr DY Patil Sports Academy",18,2,18,"All",9,100
"Deccan Chargers","Ryan Harris",2010,"Vidarbha Cricket Association Stadium",14,1,11,"All",14,127.272727272727
"Deccan Chargers","Sanjay Bangar",2008,"Eden Gardens",14,1,10,"All",14,140
"Deccan Chargers","Sanjay Bangar",2008,"M Chinnaswamy Stadium",17,0,7,"All",Inf,242.857142857143
"Deccan Chargers","Sanjay Bangar",2008,"Rajiv Gandhi International Stadium",13,3,26,"All",4.33333333333333,50
"Deccan Chargers","Sanjay Bangar",2008,"Sawai Mansingh Stadium",3,1,6,"All",3,50
"Deccan Chargers","Scott Styris",2008,"Eden Gardens",6,1,7,"All",6,85.7142857142857
"Deccan Chargers","Scott Styris",2008,"Feroz Shah Kotla",29,1,28,"All",29,103.571428571429
"Deccan Chargers","Scott Styris",2008,"M Chinnaswamy Stadium",2,1,3,"All",2,66.6666666666667
"Deccan Chargers","Scott Styris",2008,"MA Chidambaram Stadium",36,0,41,"All",Inf,87.8048780487805
"Deccan Chargers","Scott Styris",2008,"Punjab Cricket Association Stadium",1,0,2,"All",Inf,50
"Deccan Chargers","Scott Styris",2008,"Rajiv Gandhi International Stadium",25,2,31,"All",12.5,80.6451612903226
"Deccan Chargers","Scott Styris",2008,"Sawai Mansingh Stadium",13,1,11,"All",13,118.181818181818
"Deccan Chargers","Scott Styris",2009,"Newlands",14,1,8,"All",14,175
"Deccan Chargers","Shahid Afridi",2008,"Feroz Shah Kotla",33,1,14,"All",33,235.714285714286
"Deccan Chargers","Shahid Afridi",2008,"M Chinnaswamy Stadium",1,1,2,"All",1,50
"Deccan Chargers","Shahid Afridi",2008,"MA Chidambaram Stadium",20,0,6,"All",Inf,333.333333333333
"Deccan Chargers","Shahid Afridi",2008,"Rajiv Gandhi International Stadium",26,5,21,"All",5.2,123.809523809524
"Deccan Chargers","Shahid Afridi",2008,"Sawai Mansingh Stadium",1,1,3,"All",1,33.3333333333333
"Deccan Chargers","Shikhar Dhawan",2011,"Dr DY Patil Sports Academy",28,1,25,"All",28,112
"Deccan Chargers","Shikhar Dhawan",2011,"Eden Gardens",7,1,7,"All",7,100
"Deccan Chargers","Shikhar Dhawan",2011,"Feroz Shah Kotla",8,1,5,"All",8,160
"Deccan Chargers","Shikhar Dhawan",2011,"Himachal Pradesh Cricket Association Stadium",95,0,57,"All",Inf,166.666666666667
"Deccan Chargers","Shikhar Dhawan",2011,"MA Chidambaram Stadium",19,1,27,"All",19,70.3703703703704
"Deccan Chargers","Shikhar Dhawan",2011,"Nehru Stadium",4,1,9,"All",4,44.4444444444444
"Deccan Chargers","Shikhar Dhawan",2011,"Rajiv Gandhi International Stadium",212,7,162,"All",30.2857142857143,130.864197530864
"Deccan Chargers","Shikhar Dhawan",2011,"Wankhede Stadium",27,0,18,"All",Inf,150
"Deccan Chargers","Shikhar Dhawan",2012,"Barabati Stadium",63,2,68,"All",31.5,92.6470588235294
"Deccan Chargers","Shikhar Dhawan",2012,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",62,2,42,"All",31,147.619047619048
"Deccan Chargers","Shikhar Dhawan",2012,"Feroz Shah Kotla",44,1,29,"All",44,151.724137931034
"Deccan Chargers","Shikhar Dhawan",2012,"M Chinnaswamy Stadium",73,0,52,"All",Inf,140.384615384615
"Deccan Chargers","Shikhar Dhawan",2012,"MA Chidambaram Stadium",36,1,29,"All",36,124.137931034483
"Deccan Chargers","Shikhar Dhawan",2012,"Punjab Cricket Association Stadium",71,1,50,"All",71,142
"Deccan Chargers","Shikhar Dhawan",2012,"Rajiv Gandhi International Stadium",123,4,83,"All",30.75,148.192771084337
"Deccan Chargers","Shikhar Dhawan",2012,"Sawai Mansingh Stadium",52,1,43,"All",52,120.93023255814
"Deccan Chargers","Shikhar Dhawan",2012,"Subrata Roy Sahara Stadium",16,1,11,"All",16,145.454545454545
"Deccan Chargers","Shikhar Dhawan",2012,"Wankhede Stadium",29,1,32,"All",29,90.625
"Deccan Chargers","Shoaib Ahmed",2009,"Buffalo Park",1,0,2,"All",Inf,50
"Deccan Chargers","Shoaib Ahmed",2009,"Kingsmead",0,1,1,"All",0,0
"Deccan Chargers","Shoaib Ahmed",2009,"SuperSport Park",0,1,3,"All",0,0
"Deccan Chargers","Sunny Sohal",2011,"Dr DY Patil Sports Academy",34,1,28,"All",34,121.428571428571
"Deccan Chargers","Sunny Sohal",2011,"Feroz Shah Kotla",62,1,41,"All",62,151.219512195122
"Deccan Chargers","Sunny Sohal",2011,"MA Chidambaram Stadium",56,1,30,"All",56,186.666666666667
"Deccan Chargers","Sunny Sohal",2011,"Nehru Stadium",1,1,4,"All",1,25
"Deccan Chargers","Sunny Sohal",2011,"Rajiv Gandhi International Stadium",76,5,66,"All",15.2,115.151515151515
"Deccan Chargers","Sunny Sohal",2011,"Wankhede Stadium",20,1,22,"All",20,90.9090909090909
"Deccan Chargers","Tirumalasetti Suman",2009,"Buffalo Park",17,1,17,"All",17,100
"Deccan Chargers","Tirumalasetti Suman",2009,"De Beers Diamond Oval",56,2,36,"All",28,155.555555555556
"Deccan Chargers","Tirumalasetti Suman",2009,"Kingsmead",3,1,7,"All",3,42.8571428571429
"Deccan Chargers","Tirumalasetti Suman",2009,"New Wanderers Stadium",41,3,36,"All",13.6666666666667,113.888888888889
"Deccan Chargers","Tirumalasetti Suman",2009,"St George's Park",41,0,30,"All",Inf,136.666666666667
"Deccan Chargers","Tirumalasetti Suman",2009,"SuperSport Park",79,3,64,"All",26.3333333333333,123.4375
"Deccan Chargers","Tirumalasetti Suman",2010,"Barabati Stadium",55,1,41,"All",55,134.146341463415
"Deccan Chargers","Tirumalasetti Suman",2010,"Brabourne Stadium",11,1,16,"All",11,68.75
"Deccan Chargers","Tirumalasetti Suman",2010,"Dr DY Patil Sports Academy",26,2,30,"All",13,86.6666666666667
"Deccan Chargers","Tirumalasetti Suman",2010,"Eden Gardens",15,0,11,"All",Inf,136.363636363636
"Deccan Chargers","Tirumalasetti Suman",2010,"Feroz Shah Kotla",5,1,6,"All",5,83.3333333333333
"Deccan Chargers","Tirumalasetti Suman",2010,"Himachal Pradesh Cricket Association Stadium",43,1,31,"All",43,138.709677419355
"Deccan Chargers","Tirumalasetti Suman",2010,"M Chinnaswamy Stadium",78,0,57,"All",Inf,136.842105263158
"Deccan Chargers","Tirumalasetti Suman",2010,"MA Chidambaram Stadium",10,0,5,"All",Inf,200
"Deccan Chargers","Tirumalasetti Suman",2010,"Sardar Patel Stadium",9,1,15,"All",9,60
"Deccan Chargers","Tirumalasetti Suman",2010,"Vidarbha Cricket Association Stadium",55,2,45,"All",27.5,122.222222222222
"Deccan Chargers","VVS Laxman",2008,"Dr DY Patil Sports Academy",37,0,25,"All",Inf,148
"Deccan Chargers","VVS Laxman",2008,"Eden Gardens",0,1,6,"All",0,0
"Deccan Chargers","VVS Laxman",2008,"M Chinnaswamy Stadium",52,1,44,"All",52,118.181818181818
"Deccan Chargers","VVS Laxman",2008,"Rajiv Gandhi International Stadium",66,3,56,"All",22,117.857142857143
"Deccan Chargers","VVS Laxman",2009,"Buffalo Park",0,1,7,"All",0,0
"Deccan Chargers","VVS Laxman",2009,"Kingsmead",4,2,6,"All",2,66.6666666666667
"Deccan Chargers","VVS Laxman",2009,"Newlands",15,2,20,"All",7.5,75
"Deccan Chargers","VVS Laxman",2010,"Barabati Stadium",10,0,7,"All",Inf,142.857142857143
"Deccan Chargers","VVS Laxman",2010,"Brabourne Stadium",4,1,7,"All",4,57.1428571428571
"Deccan Chargers","VVS Laxman",2010,"Dr DY Patil Sports Academy",22,1,14,"All",22,157.142857142857
"Deccan Chargers","VVS Laxman",2010,"MA Chidambaram Stadium",12,1,11,"All",12,109.090909090909
"Deccan Chargers","VVS Laxman",2010,"Sardar Patel Stadium",10,1,12,"All",10,83.3333333333333
"Deccan Chargers","VVS Laxman",2010,"Vidarbha Cricket Association Stadium",6,1,9,"All",6,66.6666666666667
"Deccan Chargers","Veer Pratap Singh",2012,"Wankhede Stadium",0,1,1,"All",0,0
"Deccan Chargers","Venugopal Rao",2008,"Eden Gardens",14,1,14,"All",14,100
"Deccan Chargers","Venugopal Rao",2008,"Feroz Shah Kotla",34,1,18,"All",34,188.888888888889
"Deccan Chargers","Venugopal Rao",2008,"Punjab Cricket Association Stadium",2,1,5,"All",2,40
"Deccan Chargers","Venugopal Rao",2008,"Rajiv Gandhi International Stadium",215,5,162,"All",43,132.716049382716
"Deccan Chargers","Venugopal Rao",2008,"Sawai Mansingh Stadium",23,0,11,"All",Inf,209.090909090909
"Deccan Chargers","Venugopal Rao",2009,"Buffalo Park",2,1,5,"All",2,40
"Deccan Chargers","Venugopal Rao",2009,"De Beers Diamond Oval",44,2,32,"All",22,137.5
"Deccan Chargers","Venugopal Rao",2009,"Kingsmead",10,2,13,"All",5,76.9230769230769
"Deccan Chargers","Venugopal Rao",2009,"New Wanderers Stadium",7,2,10,"All",3.5,70
"Deccan Chargers","Venugopal Rao",2009,"Newlands",9,1,13,"All",9,69.2307692307692
"Deccan Chargers","Venugopal Rao",2009,"SuperSport Park",52,3,41,"All",17.3333333333333,126.829268292683
"Deccan Chargers","Venugopal Rao",2010,"Barabati Stadium",1,1,2,"All",1,50
"Deccan Chargers","Venugopal Rao",2010,"Dr DY Patil Sports Academy",31,2,36,"All",15.5,86.1111111111111
"Deccan Chargers","Venugopal Rao",2010,"Sardar Patel Stadium",2,1,5,"All",2,40
"Delhi Capitals","AB de Villiers",2008,"Dr DY Patil Sports Academy",21,1,17,"All",21,123.529411764706
"Delhi Capitals","AB de Villiers",2008,"Eden Gardens",7,1,12,"All",7,58.3333333333333
"Delhi Capitals","AB de Villiers",2008,"Feroz Shah Kotla",0,1,1,"All",0,0
"Delhi Capitals","AB de Villiers",2008,"M Chinnaswamy Stadium",21,1,25,"All",21,84
"Delhi Capitals","AB de Villiers",2008,"MA Chidambaram Stadium",26,0,21,"All",Inf,123.809523809524
"Delhi Capitals","AB de Villiers",2008,"Sawai Mansingh Stadium",20,1,22,"All",20,90.9090909090909
"Delhi Capitals","AB de Villiers",2009,"Buffalo Park",50,0,38,"All",Inf,131.578947368421
"Delhi Capitals","AB de Villiers",2009,"Kingsmead",149,1,90,"All",149,165.555555555556
"Delhi Capitals","AB de Villiers",2009,"New Wanderers Stadium",68,2,62,"All",34,109.677419354839
"Delhi Capitals","AB de Villiers",2009,"OUTsurance Oval",90,1,66,"All",90,136.363636363636
"Delhi Capitals","AB de Villiers",2009,"St George's Park",21,1,23,"All",21,91.304347826087
"Delhi Capitals","AB de Villiers",2009,"SuperSport Park",87,4,76,"All",21.75,114.473684210526
"Delhi Capitals","AB de Villiers",2010,"Barabati Stadium",27,1,26,"All",27,103.846153846154
"Delhi Capitals","AB de Villiers",2010,"Brabourne Stadium",4,1,7,"All",4,57.1428571428571
"Delhi Capitals","AB de Villiers",2010,"Feroz Shah Kotla",13,2,14,"All",6.5,92.8571428571429
"Delhi Capitals","AB de Villiers",2010,"M Chinnaswamy Stadium",45,1,35,"All",45,128.571428571429
"Delhi Capitals","AB de Villiers",2010,"Punjab Cricket Association Stadium",7,1,13,"All",7,53.8461538461538
"Delhi Capitals","AB de Villiers",2010,"Sardar Patel Stadium",15,1,24,"All",15,62.5
"Delhi Capitals","Aaron Finch",2011,"Dr DY Patil Sports Academy",25,1,12,"All",25,208.333333333333
"Delhi Capitals","Aaron Finch",2011,"Feroz Shah Kotla",11,3,18,"All",3.66666666666667,61.1111111111111
"Delhi Capitals","Aaron Finch",2011,"Rajiv Gandhi International Stadium",0,1,2,"All",0,0
"Delhi Capitals","Aaron Finch",2011,"Sawai Mansingh Stadium",11,1,14,"All",11,78.5714285714286
"Delhi Capitals","Aaron Finch",2012,"Eden Gardens",30,1,27,"All",30,111.111111111111
"Delhi Capitals","Aaron Finch",2012,"M Chinnaswamy Stadium",25,1,24,"All",25,104.166666666667
"Delhi Capitals","Abhishek Sharma",2018,"Feroz Shah Kotla",63,1,33,"All",63,190.909090909091
"Delhi Capitals","Aditya Tare",2017,"M Chinnaswamy Stadium",18,1,17,"All",18,105.882352941176
"Delhi Capitals","Aditya Tare",2017,"Maharashtra Cricket Association Stadium",0,1,5,"All",0,0
"Delhi Capitals","Aditya Tare",2017,"Wankhede Stadium",0,1,1,"All",0,0
"Delhi Capitals","Ajinkya Rahane",2020,"Dubai International Cricket Stadium",30,4,35,"All",7.5,85.7142857142857
"Delhi Capitals","Ajinkya Rahane",2020,"Sharjah Cricket Stadium",8,1,10,"All",8,80
"Delhi Capitals","Ajinkya Rahane",2020,"Zayed Cricket Stadium",75,3,62,"All",25,120.967741935484
"Delhi Capitals","Ajinkya Rahane",2021,"Wankhede Stadium",8,1,8,"All",8,100
"Delhi Capitals","Ajit Agarkar",2011,"Wankhede Stadium",7,0,6,"All",Inf,116.666666666667
"Delhi Capitals","Ajit Agarkar",2013,"Feroz Shah Kotla",12,1,16,"All",12,75
"Delhi Capitals","Albie Morkel",2015,"Eden Gardens",5,0,2,"All",Inf,250
"Delhi Capitals","Albie Morkel",2015,"MA Chidambaram Stadium",73,0,55,"All",Inf,132.727272727273
"Delhi Capitals","Albie Morkel",2015,"Shaheed Veer Narayan Singh International Stadium",8,1,8,"All",8,100
"Delhi Capitals","Alex Carey",2020,"Dubai International Cricket Stadium",14,1,13,"All",14,107.692307692308
"Delhi Capitals","Alex Carey",2020,"Sharjah Cricket Stadium",4,1,7,"All",4,57.1428571428571
"Delhi Capitals","Alex Carey",2020,"Zayed Cricket Stadium",14,0,9,"All",Inf,155.555555555556
"Delhi Capitals","Amit Mishra",2008,"Eden Gardens",31,1,32,"All",31,96.875
"Delhi Capitals","Amit Mishra",2008,"Sawai Mansingh Stadium",4,1,5,"All",4,80
"Delhi Capitals","Amit Mishra",2008,"Wankhede Stadium",2,1,5,"All",2,40
"Delhi Capitals","Amit Mishra",2009,"Kingsmead",2,1,3,"All",2,66.6666666666667
"Delhi Capitals","Amit Mishra",2009,"New Wanderers Stadium",11,0,8,"All",Inf,137.5
"Delhi Capitals","Amit Mishra",2009,"SuperSport Park",13,2,9,"All",6.5,144.444444444444
"Delhi Capitals","Amit Mishra",2010,"Barabati Stadium",0,1,1,"All",0,0
"Delhi Capitals","Amit Mishra",2010,"Brabourne Stadium",12,1,17,"All",12,70.5882352941177
"Delhi Capitals","Amit Mishra",2010,"Eden Gardens",4,0,6,"All",Inf,66.6666666666667
"Delhi Capitals","Amit Mishra",2010,"Feroz Shah Kotla",23,2,27,"All",11.5,85.1851851851852
"Delhi Capitals","Amit Mishra",2015,"Brabourne Stadium",1,0,3,"All",Inf,33.3333333333333
"Delhi Capitals","Amit Mishra",2015,"Feroz Shah Kotla",3,1,5,"All",3,60
"Delhi Capitals","Amit Mishra",2015,"MA Chidambaram Stadium",4,1,4,"All",4,100
"Delhi Capitals","Amit Mishra",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",1,1,5,"All",1,20
"Delhi Capitals","Amit Mishra",2016,"Eden Gardens",3,1,9,"All",3,33.3333333333333
"Delhi Capitals","Amit Mishra",2017,"Feroz Shah Kotla",29,1,27,"All",29,107.407407407407
"Delhi Capitals","Amit Mishra",2017,"Green Park",8,0,2,"All",Inf,400
"Delhi Capitals","Amit Mishra",2017,"M Chinnaswamy Stadium",8,0,14,"All",Inf,57.1428571428571
"Delhi Capitals","Amit Mishra",2017,"Punjab Cricket Association IS Bindra Stadium",4,0,9,"All",Inf,44.4444444444444
"Delhi Capitals","Amit Mishra",2018,"Feroz Shah Kotla",1,0,2,"All",Inf,50
"Delhi Capitals","Amit Mishra",2019,"Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",7,1,5,"All",7,140
"Delhi Capitals","Amit Mishra",2019,"Feroz Shah Kotla",6,0,8,"All",Inf,75
"Delhi Capitals","Amit Mishra",2019,"MA Chidambaram Stadium",8,1,11,"All",8,72.7272727272727
"Delhi Capitals","Andre Russell",2012,"Feroz Shah Kotla",31,1,15,"All",31,206.666666666667
"Delhi Capitals","Andre Russell",2012,"MA Chidambaram Stadium",16,1,11,"All",16,145.454545454545
"Delhi Capitals","Andre Russell",2013,"Eden Gardens",4,1,8,"All",4,50
"Delhi Capitals","Andre Russell",2013,"Feroz Shah Kotla",7,1,6,"All",7,116.666666666667
"Delhi Capitals","Andrew McDonald",2009,"New Wanderers Stadium",3,1,4,"All",3,75
"Delhi Capitals","Andrew McDonald",2010,"Brabourne Stadium",33,0,31,"All",Inf,106.451612903226
"Delhi Capitals","Andrew McDonald",2010,"Feroz Shah Kotla",14,0,9,"All",Inf,155.555555555556
"Delhi Capitals","Andrew McDonald",2010,"M Chinnaswamy Stadium",18,0,12,"All",Inf,150
"Delhi Capitals","Andrew McDonald",2011,"MA Chidambaram Stadium",8,1,7,"All",8,114.285714285714
"Delhi Capitals","Angelo Mathews",2015,"Brabourne Stadium",16,1,17,"All",16,94.1176470588235
"Delhi Capitals","Angelo Mathews",2015,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",15,0,11,"All",Inf,136.363636363636
