"Batting_Team","Striker","Bowling_Team","Runs","Dismissed","Balls","Season","Stadium","Average","Strike_Rate"
"Kolkata Knight Riders","Rinku Singh","Chennai Super Kings",29,3,33,"All","All",9.66666666666667,87.8787878787879
"Kolkata Knight Riders","Rinku Singh","Delhi Capitals",23,1,16,"All","All",23,143.75
"Kolkata Knight Riders","Rinku Singh","Gujarat Titans",35,1,28,"All","All",35,125
"Kolkata Knight Riders","Rinku Singh","Lucknow Super Giants",46,2,25,"All","All",23,184
"Kolkata Knight Riders","Rinku Singh","Mumbai Indians",32,2,28,"All","All",16,114.285714285714
"Kolkata Knight Riders","Rinku Singh","Rajasthan Royals",45,0,26,"All","All",Inf,173.076923076923
"Kolkata Knight Riders","Rinku Singh","Royal Challengers Bangalore",6,1,6,"All","All",6,100
"Kolkata Knight Riders","Rinku Singh","Sunrisers Hyderabad",35,2,31,"All","All",17.5,112.903225806452
"Kolkata Knight Riders","Robin Uthappa","Chennai Super Kings",279,7,186,"All","All",39.8571428571429,150
"Kolkata Knight Riders","Robin Uthappa","Delhi Capitals",392,12,296,"All","All",32.6666666666667,132.432432432432
"Kolkata Knight Riders","Robin Uthappa","Gujarat Lions",111,3,77,"All","All",37,144.155844155844
"Kolkata Knight Riders","Robin Uthappa","Mumbai Indians",274,12,221,"All","All",22.8333333333333,123.981900452489
"Kolkata Knight Riders","Robin Uthappa","Punjab Kings",438,13,307,"All","All",33.6923076923077,142.671009771987
"Kolkata Knight Riders","Robin Uthappa","Rajasthan Royals",160,6,126,"All","All",26.6666666666667,126.984126984127
"Kolkata Knight Riders","Robin Uthappa","Rising Pune Supergiants",91,3,49,"All","All",30.3333333333333,185.714285714286
"Kolkata Knight Riders","Robin Uthappa","Royal Challengers Bangalore",268,10,213,"All","All",26.8,125.821596244131
"Kolkata Knight Riders","Robin Uthappa","Sunrisers Hyderabad",426,14,315,"All","All",30.4285714285714,135.238095238095
"Kolkata Knight Riders","Rohan Gavaskar","Chennai Super Kings",2,1,8,"All","All",2,25
"Kolkata Knight Riders","Ryan McLaren","Mumbai Indians",1,1,3,"All","All",1,33.3333333333333
"Kolkata Knight Riders","Ryan McLaren","Royal Challengers Bangalore",2,1,3,"All","All",2,66.6666666666667
"Kolkata Knight Riders","Ryan ten Doeschate","Chennai Super Kings",38,0,28,"All","All",Inf,135.714285714286
"Kolkata Knight Riders","Ryan ten Doeschate","Delhi Capitals",22,1,14,"All","All",22,157.142857142857
"Kolkata Knight Riders","Ryan ten Doeschate","Mumbai Indians",88,1,61,"All","All",88,144.262295081967
"Kolkata Knight Riders","Ryan ten Doeschate","Pune Warriors",73,2,51,"All","All",36.5,143.137254901961
"Kolkata Knight Riders","Ryan ten Doeschate","Punjab Kings",32,4,28,"All","All",8,114.285714285714
"Kolkata Knight Riders","Ryan ten Doeschate","Rajasthan Royals",7,1,4,"All","All",7,175
"Kolkata Knight Riders","Ryan ten Doeschate","Royal Challengers Bangalore",32,2,21,"All","All",16,152.380952380952
"Kolkata Knight Riders","Ryan ten Doeschate","Sunrisers Hyderabad",34,3,28,"All","All",11.3333333333333,121.428571428571
"Kolkata Knight Riders","Sachithra Senanayake","Chennai Super Kings",7,0,13,"All","All",Inf,53.8461538461538
"Kolkata Knight Riders","Sachithra Senanayake","Pune Warriors",2,0,1,"All","All",Inf,200
"Kolkata Knight Riders","Sachithra Senanayake","Punjab Kings",1,1,3,"All","All",1,33.3333333333333
"Kolkata Knight Riders","Salman Butt","Chennai Super Kings",73,1,54,"All","All",73,135.185185185185
"Kolkata Knight Riders","Salman Butt","Deccan Chargers",4,1,4,"All","All",4,100
"Kolkata Knight Riders","Salman Butt","Delhi Capitals",48,1,44,"All","All",48,109.090909090909
"Kolkata Knight Riders","Salman Butt","Mumbai Indians",13,1,13,"All","All",13,100
"Kolkata Knight Riders","Salman Butt","Punjab Kings",24,1,19,"All","All",24,126.315789473684
"Kolkata Knight Riders","Salman Butt","Rajasthan Royals",31,2,27,"All","All",15.5,114.814814814815
"Kolkata Knight Riders","Sam Billings","Chennai Super Kings",25,1,22,"All","All",25,113.636363636364
"Kolkata Knight Riders","Sam Billings","Delhi Capitals",15,1,9,"All","All",15,166.666666666667
"Kolkata Knight Riders","Sam Billings","Gujarat Titans",4,1,4,"All","All",4,100
"Kolkata Knight Riders","Sam Billings","Lucknow Super Giants",36,1,24,"All","All",36,150
"Kolkata Knight Riders","Sam Billings","Mumbai Indians",17,1,12,"All","All",17,141.666666666667
"Kolkata Knight Riders","Sam Billings","Punjab Kings",24,0,23,"All","All",Inf,104.347826086957
"Kolkata Knight Riders","Sam Billings","Royal Challengers Bangalore",14,1,15,"All","All",14,93.3333333333333
"Kolkata Knight Riders","Sam Billings","Sunrisers Hyderabad",34,1,29,"All","All",34,117.241379310345
"Kolkata Knight Riders","Sanjay Bangar","Rajasthan Royals",2,1,9,"All","All",2,22.2222222222222
"Kolkata Knight Riders","Shakib Al Hasan","Chennai Super Kings",57,2,30,"All","All",28.5,190
"Kolkata Knight Riders","Shakib Al Hasan","Delhi Capitals",31,2,27,"All","All",15.5,114.814814814815
"Kolkata Knight Riders","Shakib Al Hasan","Gujarat Lions",70,1,58,"All","All",70,120.689655172414
"Kolkata Knight Riders","Shakib Al Hasan","Kochi Tuskers Kerala",2,1,5,"All","All",2,40
"Kolkata Knight Riders","Shakib Al Hasan","Mumbai Indians",88,7,67,"All","All",12.5714285714286,131.34328358209
"Kolkata Knight Riders","Shakib Al Hasan","Pune Warriors",42,1,30,"All","All",42,140
"Kolkata Knight Riders","Shakib Al Hasan","Punjab Kings",45,4,46,"All","All",11.25,97.8260869565217
"Kolkata Knight Riders","Shakib Al Hasan","Rajasthan Royals",79,2,53,"All","All",39.5,149.056603773585
"Kolkata Knight Riders","Shakib Al Hasan","Rising Pune Supergiants",3,1,9,"All","All",3,33.3333333333333
"Kolkata Knight Riders","Shakib Al Hasan","Royal Challengers Bangalore",117,4,85,"All","All",29.25,137.647058823529
"Kolkata Knight Riders","Shakib Al Hasan","Sunrisers Hyderabad",11,3,20,"All","All",3.66666666666667,55
"Kolkata Knight Riders","Shane Bond","Chennai Super Kings",1,1,2,"All","All",1,50
"Kolkata Knight Riders","Sheldon Jackson","Chennai Super Kings",3,0,3,"All","All",Inf,100
"Kolkata Knight Riders","Sheldon Jackson","Delhi Capitals",12,0,5,"All","All",Inf,240
"Kolkata Knight Riders","Sheldon Jackson","Mumbai Indians",5,1,7,"All","All",5,71.4285714285714
"Kolkata Knight Riders","Sheldon Jackson","Rajasthan Royals",8,1,8,"All","All",8,100
"Kolkata Knight Riders","Sheldon Jackson","Rising Pune Supergiants",10,1,9,"All","All",10,111.111111111111
"Kolkata Knight Riders","Sheldon Jackson","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Sheldon Jackson","Sunrisers Hyderabad",23,2,24,"All","All",11.5,95.8333333333333
"Kolkata Knight Riders","Shivam Mavi","Chennai Super Kings",20,2,14,"All","All",10,142.857142857143
"Kolkata Knight Riders","Shivam Mavi","Delhi Capitals",1,1,6,"All","All",1,16.6666666666667
"Kolkata Knight Riders","Shivam Mavi","Gujarat Titans",2,1,4,"All","All",2,50
"Kolkata Knight Riders","Shivam Mavi","Lucknow Super Giants",1,0,2,"All","All",Inf,50
"Kolkata Knight Riders","Shivam Mavi","Mumbai Indians",9,1,10,"All","All",9,90
"Kolkata Knight Riders","Shivam Mavi","Rajasthan Royals",5,2,8,"All","All",2.5,62.5
"Kolkata Knight Riders","Shivam Mavi","Sunrisers Hyderabad",13,2,12,"All","All",6.5,108.333333333333
"Kolkata Knight Riders","Shoaib Akhtar","Mumbai Indians",2,1,7,"All","All",2,28.5714285714286
"Kolkata Knight Riders","Shoaib Shaikh","Rajasthan Royals",6,1,7,"All","All",6,85.7142857142857
"Kolkata Knight Riders","Shreevats Goswami","Delhi Capitals",22,1,20,"All","All",22,110
"Kolkata Knight Riders","Shreevats Goswami","Mumbai Indians",1,2,6,"All","All",0.5,16.6666666666667
"Kolkata Knight Riders","Shreevats Goswami","Pune Warriors",6,1,3,"All","All",6,200
"Kolkata Knight Riders","Shreyas Iyer","Chennai Super Kings",20,0,19,"All","All",Inf,105.263157894737
"Kolkata Knight Riders","Shreyas Iyer","Delhi Capitals",96,2,70,"All","All",48,137.142857142857
"Kolkata Knight Riders","Shreyas Iyer","Gujarat Titans",12,1,15,"All","All",12,80
"Kolkata Knight Riders","Shreyas Iyer","Lucknow Super Giants",56,2,38,"All","All",28,147.368421052632
"Kolkata Knight Riders","Shreyas Iyer","Mumbai Indians",16,2,14,"All","All",8,114.285714285714
"Kolkata Knight Riders","Shreyas Iyer","Punjab Kings",26,1,15,"All","All",26,173.333333333333
"Kolkata Knight Riders","Shreyas Iyer","Rajasthan Royals",119,2,83,"All","All",59.5,143.373493975904
"Kolkata Knight Riders","Shreyas Iyer","Royal Challengers Bangalore",13,1,10,"All","All",13,130
"Kolkata Knight Riders","Shreyas Iyer","Sunrisers Hyderabad",43,2,34,"All","All",21.5,126.470588235294
"Kolkata Knight Riders","Shubman Gill","Chennai Super Kings",178,7,146,"All","All",25.4285714285714,121.917808219178
"Kolkata Knight Riders","Shubman Gill","Delhi Capitals",268,9,225,"All","All",29.7777777777778,119.111111111111
"Kolkata Knight Riders","Shubman Gill","Mumbai Indians",166,7,133,"All","All",23.7142857142857,124.812030075188
"Kolkata Knight Riders","Shubman Gill","Punjab Kings",225,4,172,"All","All",56.25,130.813953488372
"Kolkata Knight Riders","Shubman Gill","Rajasthan Royals",198,6,162,"All","All",33,122.222222222222
"Kolkata Knight Riders","Shubman Gill","Royal Challengers Bangalore",150,6,108,"All","All",25,138.888888888889
"Kolkata Knight Riders","Shubman Gill","Sunrisers Hyderabad",232,6,206,"All","All",38.6666666666667,112.621359223301
"Kolkata Knight Riders","Sourav Ganguly","Chennai Super Kings",39,5,73,"All","All",7.8,53.4246575342466
"Kolkata Knight Riders","Sourav Ganguly","Deccan Chargers",227,6,197,"All","All",37.8333333333333,115.228426395939
"Kolkata Knight Riders","Sourav Ganguly","Delhi Capitals",112,4,105,"All","All",28,106.666666666667
"Kolkata Knight Riders","Sourav Ganguly","Mumbai Indians",126,6,123,"All","All",21,102.439024390244
"Kolkata Knight Riders","Sourav Ganguly","Punjab Kings",199,4,148,"All","All",49.75,134.459459459459
"Kolkata Knight Riders","Sourav Ganguly","Rajasthan Royals",237,5,185,"All","All",47.4,128.108108108108
"Kolkata Knight Riders","Sourav Ganguly","Royal Challengers Bangalore",91,6,102,"All","All",15.1666666666667,89.2156862745098
"Kolkata Knight Riders","Sumit Narwal","Delhi Capitals",23,1,15,"All","All",23,153.333333333333
"Kolkata Knight Riders","Sunil Narine","Chennai Super Kings",96,9,65,"All","All",10.6666666666667,147.692307692308
"Kolkata Knight Riders","Sunil Narine","Delhi Capitals",128,11,73,"All","All",11.6363636363636,175.342465753425
"Kolkata Knight Riders","Sunil Narine","Gujarat Lions",44,1,24,"All","All",44,183.333333333333
"Kolkata Knight Riders","Sunil Narine","Gujarat Titans",5,1,5,"All","All",5,100
"Kolkata Knight Riders","Sunil Narine","Lucknow Super Giants",43,1,19,"All","All",43,226.315789473684
"Kolkata Knight Riders","Sunil Narine","Mumbai Indians",41,8,45,"All","All",5.125,91.1111111111111
"Kolkata Knight Riders","Sunil Narine","Punjab Kings",173,8,103,"All","All",21.625,167.961165048544
"Kolkata Knight Riders","Sunil Narine","Rajasthan Royals",142,9,94,"All","All",15.7777777777778,151.063829787234
"Kolkata Knight Riders","Sunil Narine","Rising Pune Supergiants",16,2,17,"All","All",8,94.1176470588235
"Kolkata Knight Riders","Sunil Narine","Royal Challengers Bangalore",232,8,120,"All","All",29,193.333333333333
"Kolkata Knight Riders","Sunil Narine","Sunrisers Hyderabad",105,9,65,"All","All",11.6666666666667,161.538461538462
"Kolkata Knight Riders","Suryakumar Yadav","Chennai Super Kings",26,3,42,"All","All",8.66666666666667,61.9047619047619
"Kolkata Knight Riders","Suryakumar Yadav","Delhi Capitals",67,3,48,"All","All",22.3333333333333,139.583333333333
"Kolkata Knight Riders","Suryakumar Yadav","Gujarat Lions",22,3,27,"All","All",7.33333333333333,81.4814814814815
"Kolkata Knight Riders","Suryakumar Yadav","Mumbai Indians",143,4,88,"All","All",35.75,162.5
"Kolkata Knight Riders","Suryakumar Yadav","Punjab Kings",102,5,65,"All","All",20.4,156.923076923077
"Kolkata Knight Riders","Suryakumar Yadav","Rajasthan Royals",40,2,37,"All","All",20,108.108108108108
"Kolkata Knight Riders","Suryakumar Yadav","Rising Pune Supergiants",90,1,65,"All","All",90,138.461538461538
"Kolkata Knight Riders","Suryakumar Yadav","Royal Challengers Bangalore",65,3,58,"All","All",21.6666666666667,112.068965517241
"Kolkata Knight Riders","Suryakumar Yadav","Sunrisers Hyderabad",53,3,31,"All","All",17.6666666666667,170.967741935484
"Kolkata Knight Riders","Tatenda Taibu","Deccan Chargers",9,1,5,"All","All",9,180
"Kolkata Knight Riders","Tatenda Taibu","Delhi Capitals",7,1,9,"All","All",7,77.7777777777778
"Kolkata Knight Riders","Tatenda Taibu","Royal Challengers Bangalore",15,1,12,"All","All",15,125
"Kolkata Knight Riders","Tim Seifert","Punjab Kings",2,1,4,"All","All",2,50
"Kolkata Knight Riders","Tim Southee","Delhi Capitals",3,2,6,"All","All",1.5,50
"Kolkata Knight Riders","Tim Southee","Gujarat Titans",1,0,1,"All","All",Inf,100
"Kolkata Knight Riders","Tim Southee","Lucknow Super Giants",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Tim Southee","Mumbai Indians",0,1,4,"All","All",0,0
"Kolkata Knight Riders","Tim Southee","Royal Challengers Bangalore",1,1,5,"All","All",1,20
"Kolkata Knight Riders","Tom Banton","Royal Challengers Bangalore",18,2,20,"All","All",9,90
"Kolkata Knight Riders","Tom Curran","Chennai Super Kings",2,0,5,"All","All",Inf,40
"Kolkata Knight Riders","Tom Curran","Delhi Capitals",2,1,3,"All","All",2,66.6666666666667
"Kolkata Knight Riders","Tom Curran","Mumbai Indians",18,1,17,"All","All",18,105.882352941176
"Kolkata Knight Riders","Tom Curran","Punjab Kings",1,1,3,"All","All",1,33.3333333333333
"Kolkata Knight Riders","Trent Boult","Mumbai Indians",5,0,8,"All","All",Inf,62.5
"Kolkata Knight Riders","Umar Gul","Punjab Kings",24,1,11,"All","All",24,218.181818181818
"Kolkata Knight Riders","Umar Gul","Rajasthan Royals",9,2,6,"All","All",4.5,150
"Kolkata Knight Riders","Umar Gul","Royal Challengers Bangalore",6,0,2,"All","All",Inf,300
"Kolkata Knight Riders","Umesh Yadav","Chennai Super Kings",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Umesh Yadav","Delhi Capitals",2,2,5,"All","All",1,40
"Kolkata Knight Riders","Umesh Yadav","Gujarat Titans",15,0,15,"All","All",Inf,100
"Kolkata Knight Riders","Umesh Yadav","Lucknow Super Giants",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Umesh Yadav","Mumbai Indians",11,0,9,"All","All",Inf,122.222222222222
"Kolkata Knight Riders","Umesh Yadav","Punjab Kings",2,1,4,"All","All",2,50
"Kolkata Knight Riders","Umesh Yadav","Rajasthan Royals",45,1,20,"All","All",45,225
"Kolkata Knight Riders","Umesh Yadav","Rising Pune Supergiants",9,0,4,"All","All",Inf,225
"Kolkata Knight Riders","Umesh Yadav","Royal Challengers Bangalore",20,1,16,"All","All",20,125
"Kolkata Knight Riders","Umesh Yadav","Sunrisers Hyderabad",1,0,1,"All","All",Inf,100
"Kolkata Knight Riders","Varun Chakravarthy","Chennai Super Kings",1,2,2,"All","All",0.5,50
"Kolkata Knight Riders","Varun Chakravarthy","Delhi Capitals",1,0,1,"All","All",Inf,100
"Kolkata Knight Riders","Varun Chakravarthy","Punjab Kings",2,1,4,"All","All",2,50
"Kolkata Knight Riders","Varun Chakravarthy","Rajasthan Royals",1,0,1,"All","All",Inf,100
"Kolkata Knight Riders","Varun Chakravarthy","Royal Challengers Bangalore",19,0,29,"All","All",Inf,65.5172413793103
"Kolkata Knight Riders","Venkatesh Iyer","Chennai Super Kings",84,3,63,"All","All",28,133.333333333333
"Kolkata Knight Riders","Venkatesh Iyer","Delhi Capitals",93,4,76,"All","All",23.25,122.368421052632
"Kolkata Knight Riders","Venkatesh Iyer","Gujarat Titans",17,1,17,"All","All",17,100
"Kolkata Knight Riders","Venkatesh Iyer","Lucknow Super Giants",0,1,4,"All","All",0,0
"Kolkata Knight Riders","Venkatesh Iyer","Mumbai Indians",146,2,95,"All","All",73,153.684210526316
"Kolkata Knight Riders","Venkatesh Iyer","Punjab Kings",70,2,56,"All","All",35,125
"Kolkata Knight Riders","Venkatesh Iyer","Rajasthan Royals",44,2,42,"All","All",22,104.761904761905
"Kolkata Knight Riders","Venkatesh Iyer","Royal Challengers Bangalore",77,2,71,"All","All",38.5,108.450704225352
"Kolkata Knight Riders","Venkatesh Iyer","Sunrisers Hyderabad",21,3,33,"All","All",7,63.6363636363636
"Kolkata Knight Riders","Vinay Kumar","Rajasthan Royals",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Vinay Kumar","Royal Challengers Bangalore",10,1,8,"All","All",10,125
"Kolkata Knight Riders","Wriddhiman Saha","Chennai Super Kings",90,3,53,"All","All",30,169.811320754717
"Kolkata Knight Riders","Wriddhiman Saha","Deccan Chargers",27,2,24,"All","All",13.5,112.5
"Kolkata Knight Riders","Wriddhiman Saha","Delhi Capitals",26,1,25,"All","All",26,104
"Kolkata Knight Riders","Wriddhiman Saha","Mumbai Indians",9,1,10,"All","All",9,90
"Kolkata Knight Riders","Wriddhiman Saha","Punjab Kings",72,1,47,"All","All",72,153.191489361702
"Kolkata Knight Riders","Wriddhiman Saha","Rajasthan Royals",13,1,10,"All","All",13,130
"Kolkata Knight Riders","Wriddhiman Saha","Royal Challengers Bangalore",61,2,44,"All","All",30.5,138.636363636364
"Kolkata Knight Riders","Yashpal Singh","Delhi Capitals",13,1,20,"All","All",13,65
"Kolkata Knight Riders","Yashpal Singh","Mumbai Indians",8,1,8,"All","All",8,100
"Kolkata Knight Riders","Yashpal Singh","Rajasthan Royals",26,2,38,"All","All",13,68.4210526315789
"Kolkata Knight Riders","Yusuf Pathan","Chennai Super Kings",117,7,105,"All","All",16.7142857142857,111.428571428571
"Kolkata Knight Riders","Yusuf Pathan","Deccan Chargers",75,2,45,"All","All",37.5,166.666666666667
"Kolkata Knight Riders","Yusuf Pathan","Delhi Capitals",252,7,182,"All","All",36,138.461538461538
"Kolkata Knight Riders","Yusuf Pathan","Gujarat Lions",110,1,81,"All","All",110,135.802469135802
"Kolkata Knight Riders","Yusuf Pathan","Kochi Tuskers Kerala",25,2,16,"All","All",12.5,156.25
"Kolkata Knight Riders","Yusuf Pathan","Mumbai Indians",299,7,215,"All","All",42.7142857142857,139.06976744186
"Kolkata Knight Riders","Yusuf Pathan","Pune Warriors",130,4,100,"All","All",32.5,130
"Kolkata Knight Riders","Yusuf Pathan","Punjab Kings",162,8,133,"All","All",20.25,121.804511278195
"Kolkata Knight Riders","Yusuf Pathan","Rajasthan Royals",115,4,94,"All","All",28.75,122.340425531915
"Kolkata Knight Riders","Yusuf Pathan","Rising Pune Supergiants",77,2,54,"All","All",38.5,142.592592592593
"Kolkata Knight Riders","Yusuf Pathan","Royal Challengers Bangalore",245,11,167,"All","All",22.2727272727273,146.706586826347
"Kolkata Knight Riders","Yusuf Pathan","Sunrisers Hyderabad",286,5,177,"All","All",57.2,161.581920903955
"Lucknow Super Giants","Avesh Khan","Gujarat Titans",12,1,4,"All","All",12,300
"Lucknow Super Giants","Avesh Khan","Punjab Kings",2,0,5,"All","All",Inf,40
"Lucknow Super Giants","Avesh Khan","Rajasthan Royals",8,0,4,"All","All",Inf,200
"Lucknow Super Giants","Ayush Badoni","Chennai Super Kings",19,0,9,"All","All",Inf,211.111111111111
"Lucknow Super Giants","Ayush Badoni","Delhi Capitals",10,0,3,"All","All",Inf,333.333333333333
"Lucknow Super Giants","Ayush Badoni","Gujarat Titans",62,2,52,"All","All",31,119.230769230769
"Lucknow Super Giants","Ayush Badoni","Kolkata Knight Riders",15,0,18,"All","All",Inf,83.3333333333333
"Lucknow Super Giants","Ayush Badoni","Mumbai Indians",14,1,11,"All","All",14,127.272727272727
"Lucknow Super Giants","Ayush Badoni","Punjab Kings",4,1,4,"All","All",4,100
"Lucknow Super Giants","Ayush Badoni","Rajasthan Royals",5,2,8,"All","All",2.5,62.5
"Lucknow Super Giants","Ayush Badoni","Royal Challengers Bangalore",13,1,13,"All","All",13,100
