"Striker","Season","Bowler","Batting_Team","Runs","Dismissed","Balls","Run_Out","Stadium","Bowling_Team","Average","Strike_Rate"
"Ashok Menaria",2012,"Piyush Chawla","Rajasthan Royals",18,2,11,0,"All","All",9,163.636363636364
"Ashok Menaria",2012,"RP Singh","Rajasthan Royals",12,0,5,0,"All","All",Inf,240
"Ashok Menaria",2012,"Rajat Bhatia","Rajasthan Royals",10,0,9,0,"All","All",Inf,111.111111111111
"Ashok Menaria",2012,"Ravichandran Ashwin","Rajasthan Royals",8,0,9,0,"All","All",Inf,88.8888888888889
"Ashok Menaria",2012,"Ravindra Jadeja","Rajasthan Royals",12,0,11,0,"All","All",Inf,109.090909090909
"Ashok Menaria",2012,"Ryan Harris","Rajasthan Royals",2,0,4,0,"All","All",Inf,50
"Ashok Menaria",2012,"Shadab Jakati","Rajasthan Royals",4,0,4,0,"All","All",Inf,100
"Ashok Menaria",2012,"Shakib Al Hasan","Rajasthan Royals",1,0,2,0,"All","All",Inf,50
"Ashok Menaria",2012,"Sunil Narine","Rajasthan Royals",11,0,8,0,"All","All",Inf,137.5
"Ashok Menaria",2012,"Veer Pratap Singh","Rajasthan Royals",0,1,1,0,"All","All",0,0
"Ashok Menaria",2012,"Yusuf Pathan","Rajasthan Royals",8,1,8,1,"All","All",8,100
"Ashok Menaria",2013,"Ashish Nehra","Rajasthan Royals",1,1,2,0,"All","All",1,50
"Ashton Turner",2019,"Bhuvneshwar Kumar","Rajasthan Royals",2,0,4,0,"All","All",Inf,50
"Ashton Turner",2019,"Ishant Sharma","Rajasthan Royals",0,1,1,0,"All","All",0,0
"Ashton Turner",2019,"Jasprit Bumrah","Rajasthan Royals",0,1,1,0,"All","All",0,0
"Ashton Turner",2019,"Murugan Ashwin","Rajasthan Royals",0,1,1,0,"All","All",0,0
"Ashton Turner",2019,"Siddarth Kaul","Rajasthan Royals",1,0,3,0,"All","All",Inf,33.3333333333333
"Avesh Khan",2019,"Mohammed Shami","Delhi Capitals",4,0,3,0,"All","All",Inf,133.333333333333
"Avesh Khan",2021,"Tim Southee","Delhi Capitals",5,1,3,1,"All","All",5,166.666666666667
"Avesh Khan",2022,"Arshdeep Singh","Lucknow Super Giants",2,0,2,0,"All","All",Inf,100
"Avesh Khan",2022,"Kagiso Rabada","Lucknow Super Giants",0,0,3,0,"All","All",NA,0
"Avesh Khan",2022,"Kuldeep Sen","Lucknow Super Giants",1,0,1,0,"All","All",Inf,100
"Avesh Khan",2022,"Prasidh Krishna","Lucknow Super Giants",1,0,2,0,"All","All",Inf,50
"Avesh Khan",2022,"Rashid Khan","Lucknow Super Giants",12,1,4,0,"All","All",12,300
"Avesh Khan",2022,"Yuzvendra Chahal","Lucknow Super Giants",6,0,1,0,"All","All",Inf,600
"Axar Patel",2014,"Imran Tahir","Punjab Kings",3,0,5,0,"All","All",Inf,60
"Axar Patel",2014,"Jacques Kallis","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2014,"Jasprit Bumrah","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Axar Patel",2014,"Jaydev Unadkat","Punjab Kings",16,0,13,0,"All","All",Inf,123.076923076923
"Axar Patel",2014,"Jean-Paul Duminy","Punjab Kings",5,0,5,0,"All","All",Inf,100
"Axar Patel",2014,"Krishmar Santokie","Punjab Kings",5,0,4,0,"All","All",Inf,125
"Axar Patel",2014,"Mitchell Starc","Punjab Kings",0,1,1,0,"All","All",0,0
"Axar Patel",2014,"Mohammed Shami","Punjab Kings",5,0,5,0,"All","All",Inf,100
"Axar Patel",2014,"Morne Morkel","Punjab Kings",1,0,2,0,"All","All",Inf,50
"Axar Patel",2014,"Piyush Chawla","Punjab Kings",3,0,3,0,"All","All",Inf,100
"Axar Patel",2014,"Praveen Kumar","Punjab Kings",0,1,1,0,"All","All",0,0
"Axar Patel",2014,"Ravichandran Ashwin","Punjab Kings",2,1,3,0,"All","All",2,66.6666666666667
"Axar Patel",2014,"Shakib Al Hasan","Punjab Kings",1,1,1,1,"All","All",1,100
"Axar Patel",2014,"Sunil Narine","Punjab Kings",3,2,5,1,"All","All",1.5,60
"Axar Patel",2014,"Varun Aaron","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2014,"Wayne Parnell","Punjab Kings",13,0,7,0,"All","All",Inf,185.714285714286
"Axar Patel",2015,"Amit Mishra","Punjab Kings",10,0,7,0,"All","All",Inf,142.857142857143
"Axar Patel",2015,"Angelo Mathews","Punjab Kings",6,0,9,0,"All","All",Inf,66.6666666666667
"Axar Patel",2015,"Bhuvneshwar Kumar","Punjab Kings",3,1,4,0,"All","All",3,75
"Axar Patel",2015,"Chris Morris","Punjab Kings",5,0,6,0,"All","All",Inf,83.3333333333333
"Axar Patel",2015,"David Wiese","Punjab Kings",8,0,5,0,"All","All",Inf,160
"Axar Patel",2015,"Deepak Hooda","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2015,"Dhawal Kulkarni","Punjab Kings",5,0,2,0,"All","All",Inf,250
"Axar Patel",2015,"Dwayne Bravo","Punjab Kings",10,1,7,0,"All","All",10,142.857142857143
"Axar Patel",2015,"Harshal Patel","Punjab Kings",13,0,8,0,"All","All",Inf,162.5
"Axar Patel",2015,"Imran Tahir","Punjab Kings",14,1,12,0,"All","All",14,116.666666666667
"Axar Patel",2015,"Ishant Sharma","Punjab Kings",6,0,3,0,"All","All",Inf,200
"Axar Patel",2015,"James Faulkner","Punjab Kings",11,0,10,0,"All","All",Inf,110
"Axar Patel",2015,"Jean-Paul Duminy","Punjab Kings",1,0,3,0,"All","All",Inf,33.3333333333333
"Axar Patel",2015,"Karn Sharma","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Axar Patel",2015,"Lasith Malinga","Punjab Kings",0,1,1,1,"All","All",0,0
"Axar Patel",2015,"Mitchell Starc","Punjab Kings",5,0,4,0,"All","All",Inf,125
"Axar Patel",2015,"Moises Henriques","Punjab Kings",11,0,6,0,"All","All",Inf,183.333333333333
"Axar Patel",2015,"Nathan Coulter-Nile","Punjab Kings",1,1,2,0,"All","All",1,50
"Axar Patel",2015,"Pawan Negi","Punjab Kings",3,0,3,0,"All","All",Inf,100
"Axar Patel",2015,"Praveen Kumar","Punjab Kings",6,0,7,0,"All","All",Inf,85.7142857142857
"Axar Patel",2015,"Pravin Tambe","Punjab Kings",11,0,9,0,"All","All",Inf,122.222222222222
"Axar Patel",2015,"Ravichandran Ashwin","Punjab Kings",5,1,13,0,"All","All",5,38.4615384615385
"Axar Patel",2015,"Ravindra Jadeja","Punjab Kings",17,0,13,0,"All","All",Inf,130.769230769231
"Axar Patel",2015,"Sreenath Aravind","Punjab Kings",8,0,3,0,"All","All",Inf,266.666666666667
"Axar Patel",2015,"Stuart Binny","Punjab Kings",2,0,4,0,"All","All",Inf,50
"Axar Patel",2015,"Sunil Narine","Punjab Kings",1,1,2,0,"All","All",1,50
"Axar Patel",2015,"Suresh Raina","Punjab Kings",6,0,3,0,"All","All",Inf,200
"Axar Patel",2015,"Tim Southee","Punjab Kings",0,1,2,0,"All","All",0,0
"Axar Patel",2015,"Trent Boult","Punjab Kings",5,1,3,0,"All","All",5,166.666666666667
"Axar Patel",2015,"Umesh Yadav","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Axar Patel",2015,"Yuzvendra Chahal","Punjab Kings",26,0,16,0,"All","All",Inf,162.5
"Axar Patel",2015,"Zaheer Khan","Punjab Kings",3,0,3,0,"All","All",Inf,100
"Axar Patel",2016,"Amit Mishra","Punjab Kings",1,0,4,0,"All","All",Inf,25
"Axar Patel",2016,"Andre Russell","Punjab Kings",13,1,3,1,"All","All",13,433.333333333333
"Axar Patel",2016,"Ashok Dinda","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Axar Patel",2016,"Barinder Sran","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2016,"Bhuvneshwar Kumar","Punjab Kings",21,0,7,0,"All","All",Inf,300
"Axar Patel",2016,"Carlos Brathwaite","Punjab Kings",6,0,10,0,"All","All",Inf,60
"Axar Patel",2016,"Chris Morris","Punjab Kings",10,0,4,0,"All","All",Inf,250
"Axar Patel",2016,"Dwayne Bravo","Punjab Kings",4,1,4,0,"All","All",4,100
"Axar Patel",2016,"Jasprit Bumrah","Punjab Kings",0,0,1,0,"All","All",NA,0
"Axar Patel",2016,"Jayant Yadav","Punjab Kings",4,1,8,0,"All","All",4,50
"Axar Patel",2016,"Mitchell McClenaghan","Punjab Kings",0,1,1,0,"All","All",0,0
"Axar Patel",2016,"Mohammed Shami","Punjab Kings",6,0,1,0,"All","All",Inf,600
"Axar Patel",2016,"Moises Henriques","Punjab Kings",10,0,4,0,"All","All",Inf,250
"Axar Patel",2016,"Morne Morkel","Punjab Kings",8,0,4,0,"All","All",Inf,200
"Axar Patel",2016,"Mustafizur Rahman","Punjab Kings",3,0,4,0,"All","All",Inf,75
"Axar Patel",2016,"Ravichandran Ashwin","Punjab Kings",0,0,1,0,"All","All",NA,0
"Axar Patel",2016,"Shakib Al Hasan","Punjab Kings",4,0,3,0,"All","All",Inf,133.333333333333
"Axar Patel",2016,"Shane Watson","Punjab Kings",2,1,5,0,"All","All",2,40
"Axar Patel",2016,"Sunil Narine","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Axar Patel",2016,"Thisara Perera","Punjab Kings",0,1,1,0,"All","All",0,0
"Axar Patel",2016,"Umesh Yadav","Punjab Kings",4,1,4,0,"All","All",4,100
"Axar Patel",2016,"Varun Aaron","Punjab Kings",11,0,4,0,"All","All",Inf,275
"Axar Patel",2017,"Adam Zampa","Punjab Kings",12,0,6,0,"All","All",Inf,200
"Axar Patel",2017,"Amit Mishra","Punjab Kings",7,0,5,0,"All","All",Inf,140
"Axar Patel",2017,"Andrew Tye","Punjab Kings",9,0,7,0,"All","All",Inf,128.571428571429
"Axar Patel",2017,"Aniket Choudhary","Punjab Kings",5,0,3,0,"All","All",Inf,166.666666666667
"Axar Patel",2017,"Ankit Rajpoot","Punjab Kings",1,0,2,0,"All","All",Inf,50
"Axar Patel",2017,"Ashish Nehra","Punjab Kings",11,0,4,0,"All","All",Inf,275
"Axar Patel",2017,"Basil Thampi","Punjab Kings",9,0,4,0,"All","All",Inf,225
"Axar Patel",2017,"Ben Stokes","Punjab Kings",3,0,11,0,"All","All",Inf,27.2727272727273
"Axar Patel",2017,"Bhuvneshwar Kumar","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2017,"Chris Morris","Punjab Kings",4,1,6,0,"All","All",4,66.6666666666667
"Axar Patel",2017,"Chris Woakes","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Axar Patel",2017,"Corey Anderson","Punjab Kings",13,0,8,0,"All","All",Inf,162.5
"Axar Patel",2017,"Dan Christian","Punjab Kings",4,1,4,0,"All","All",4,100
"Axar Patel",2017,"Dwayne Smith","Punjab Kings",16,1,4,0,"All","All",16,400
"Axar Patel",2017,"Hardik Pandya","Punjab Kings",7,0,2,0,"All","All",Inf,350
"Axar Patel",2017,"Imran Tahir","Punjab Kings",8,1,8,0,"All","All",8,100
"Axar Patel",2017,"Iqbal Abdulla","Punjab Kings",8,0,4,0,"All","All",Inf,200
"Axar Patel",2017,"Jasprit Bumrah","Punjab Kings",3,0,5,0,"All","All",Inf,60
"Axar Patel",2017,"Kuldeep Yadav","Punjab Kings",2,0,3,0,"All","All",Inf,66.6666666666667
"Axar Patel",2017,"Lasith Malinga","Punjab Kings",8,0,6,0,"All","All",Inf,133.333333333333
"Axar Patel",2017,"Mitchell McClenaghan","Punjab Kings",5,0,5,0,"All","All",Inf,100
"Axar Patel",2017,"Mohammad Nabi","Punjab Kings",4,0,7,0,"All","All",Inf,57.1428571428571
"Axar Patel",2017,"Moises Henriques","Punjab Kings",1,1,3,0,"All","All",1,33.3333333333333
"Axar Patel",2017,"Pat Cummins","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2017,"Rahul Chahar","Punjab Kings",10,0,6,0,"All","All",Inf,166.666666666667
"Axar Patel",2017,"Rajat Bhatia","Punjab Kings",4,0,3,0,"All","All",Inf,133.333333333333
"Axar Patel",2017,"Rashid Khan","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2017,"Ravindra Jadeja","Punjab Kings",2,0,3,0,"All","All",Inf,66.6666666666667
"Axar Patel",2017,"Samuel Badree","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2017,"Shane Watson","Punjab Kings",19,0,7,0,"All","All",Inf,271.428571428571
"Axar Patel",2017,"Shardul Thakur","Punjab Kings",5,0,4,0,"All","All",Inf,125
"Axar Patel",2017,"Siddarth Kaul","Punjab Kings",3,1,3,0,"All","All",3,100
"Axar Patel",2017,"Sunil Narine","Punjab Kings",4,0,4,0,"All","All",Inf,100
"Axar Patel",2017,"Umesh Yadav","Punjab Kings",0,1,1,0,"All","All",0,0
"Axar Patel",2017,"Yuzvendra Chahal","Punjab Kings",13,1,7,0,"All","All",13,185.714285714286
"Axar Patel",2017,"Zaheer Khan","Punjab Kings",18,0,8,0,"All","All",Inf,225
"Axar Patel",2018,"Anureet Singh","Punjab Kings",8,1,4,1,"All","All",8,200
"Axar Patel",2018,"Ben Cutting","Punjab Kings",2,0,3,0,"All","All",Inf,66.6666666666667
"Axar Patel",2018,"Colin de Grandhomme","Punjab Kings",2,0,4,0,"All","All",Inf,50
"Axar Patel",2018,"Dwayne Bravo","Punjab Kings",3,0,5,0,"All","All",Inf,60
"Axar Patel",2018,"Jasprit Bumrah","Punjab Kings",3,1,6,0,"All","All",3,50
"Axar Patel",2018,"Javon Searles","Punjab Kings",6,0,4,0,"All","All",Inf,150
"Axar Patel",2018,"Jaydev Unadkat","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2018,"Krishnappa Gowtham","Punjab Kings",3,1,4,0,"All","All",3,75
"Axar Patel",2018,"Krunal Pandya","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Axar Patel",2018,"Kuldeep Yadav","Punjab Kings",11,1,4,0,"All","All",11,275
"Axar Patel",2018,"Kulwant Khejroliya","Punjab Kings",1,1,2,0,"All","All",1,50
"Axar Patel",2018,"Mayank Markande","Punjab Kings",8,0,3,0,"All","All",Inf,266.666666666667
"Axar Patel",2018,"Mitchell McClenaghan","Punjab Kings",8,0,6,0,"All","All",Inf,133.333333333333
"Axar Patel",2018,"Moeen Ali","Punjab Kings",4,0,4,0,"All","All",Inf,100
"Axar Patel",2018,"Mohammed Siraj","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Axar Patel",2018,"Ravindra Jadeja","Punjab Kings",9,0,5,0,"All","All",Inf,180
"Axar Patel",2018,"Shardul Thakur","Punjab Kings",2,1,2,0,"All","All",2,100
"Axar Patel",2018,"Sunil Narine","Punjab Kings",2,0,3,0,"All","All",Inf,66.6666666666667
"Axar Patel",2018,"Umesh Yadav","Punjab Kings",1,0,2,0,"All","All",Inf,50
"Axar Patel",2018,"Washington Sundar","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Axar Patel",2018,"Yuzvendra Chahal","Punjab Kings",1,0,2,0,"All","All",Inf,50
"Axar Patel",2019,"Bhuvneshwar Kumar","Delhi Capitals",10,0,6,0,"All","All",Inf,166.666666666667
"Axar Patel",2019,"Dwayne Bravo","Delhi Capitals",10,1,12,0,"All","All",10,83.3333333333333
"Axar Patel",2019,"Imran Tahir","Delhi Capitals",2,1,3,0,"All","All",2,66.6666666666667
"Axar Patel",2019,"Jasprit Bumrah","Delhi Capitals",8,2,9,0,"All","All",4,88.8888888888889
"Axar Patel",2019,"Jayant Yadav","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Axar Patel",2019,"Khaleel Ahmed","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Axar Patel",2019,"Krunal Pandya","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Axar Patel",2019,"Lasith Malinga","Delhi Capitals",19,0,9,0,"All","All",Inf,211.111111111111
"Axar Patel",2019,"Marcus Stoinis","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Axar Patel",2019,"Mohammed Shami","Delhi Capitals",1,1,1,1,"All","All",1,100
"Axar Patel",2019,"Mohammed Siraj","Delhi Capitals",4,0,1,0,"All","All",Inf,400
"Axar Patel",2019,"Navdeep Saini","Delhi Capitals",5,0,3,0,"All","All",Inf,166.666666666667
"Axar Patel",2019,"Rahul Chahar","Delhi Capitals",1,0,4,0,"All","All",Inf,25
"Axar Patel",2019,"Rashid Khan","Delhi Capitals",4,1,8,0,"All","All",4,50
"Axar Patel",2019,"Ravindra Jadeja","Delhi Capitals",4,0,5,0,"All","All",Inf,80
"Axar Patel",2019,"Sandeep Sharma","Delhi Capitals",8,0,7,0,"All","All",Inf,114.285714285714
"Axar Patel",2019,"Shardul Thakur","Delhi Capitals",5,0,4,0,"All","All",Inf,125
"Axar Patel",2019,"Shreyas Gopal","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Axar Patel",2019,"Siddarth Kaul","Delhi Capitals",14,0,4,0,"All","All",Inf,350
"Axar Patel",2019,"Umesh Yadav","Delhi Capitals",9,0,4,0,"All","All",Inf,225
"Axar Patel",2020,"Andrew Tye","Delhi Capitals",15,1,6,0,"All","All",15,250
"Axar Patel",2020,"Bhuvneshwar Kumar","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Axar Patel",2020,"Jasprit Bumrah","Delhi Capitals",6,0,9,0,"All","All",Inf,66.6666666666667
"Axar Patel",2020,"Jaydev Unadkat","Delhi Capitals",7,1,4,0,"All","All",7,175
"Axar Patel",2020,"Jofra Archer","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Axar Patel",2020,"Khaleel Ahmed","Delhi Capitals",0,1,1,0,"All","All",0,0
"Axar Patel",2020,"Kieron Pollard","Delhi Capitals",14,1,9,0,"All","All",14,155.555555555556
"Axar Patel",2020,"Krunal Pandya","Delhi Capitals",4,0,5,0,"All","All",Inf,80
"Axar Patel",2020,"Mohammed Shami","Delhi Capitals",4,0,5,0,"All","All",Inf,80
"Axar Patel",2020,"Nathan Coulter-Nile","Delhi Capitals",15,1,11,0,"All","All",15,136.363636363636
"Axar Patel",2020,"Rahul Chahar","Delhi Capitals",7,0,4,0,"All","All",Inf,175
"Axar Patel",2020,"Rashid Khan","Delhi Capitals",1,1,4,0,"All","All",1,25
"Axar Patel",2020,"Ravi Bishnoi","Delhi Capitals",2,0,3,0,"All","All",Inf,66.6666666666667
"Axar Patel",2020,"Ravindra Jadeja","Delhi Capitals",20,0,4,0,"All","All",Inf,500
"Axar Patel",2020,"Sam Curran","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Axar Patel",2020,"Sheldon Cottrell","Delhi Capitals",0,1,1,0,"All","All",0,0
"Axar Patel",2020,"Sunil Narine","Delhi Capitals",7,0,3,0,"All","All",Inf,233.333333333333
"Axar Patel",2020,"T Natarajan","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Axar Patel",2020,"Trent Boult","Delhi Capitals",5,0,4,0,"All","All",Inf,125
"Axar Patel",2020,"Varun Chakravarthy","Delhi Capitals",2,1,4,0,"All","All",2,50
"Axar Patel",2020,"Vijay Shankar","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Axar Patel",2021,"Chetan Sakariya","Delhi Capitals",6,1,2,0,"All","All",6,300
"Axar Patel",2021,"Dwayne Bravo","Delhi Capitals",1,1,4,0,"All","All",1,25
"Axar Patel",2021,"Jayant Yadav","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Axar Patel",2021,"Josh Hazlewood","Delhi Capitals",1,0,4,0,"All","All",Inf,25
"Axar Patel",2021,"Kartik Tyagi","Delhi Capitals",4,0,3,0,"All","All",Inf,133.333333333333
"Axar Patel",2021,"Kieron Pollard","Delhi Capitals",5,0,4,0,"All","All",Inf,125
"Axar Patel",2021,"Krunal Pandya","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Axar Patel",2021,"Moeen Ali","Delhi Capitals",4,1,5,0,"All","All",4,80
"Axar Patel",2021,"Mustafizur Rahman","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Axar Patel",2021,"Ravindra Jadeja","Delhi Capitals",7,0,5,0,"All","All",Inf,140
"Axar Patel",2021,"Shardul Thakur","Delhi Capitals",2,0,3,0,"All","All",Inf,66.6666666666667
"Axar Patel",2021,"Shivam Mavi","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Axar Patel",2021,"Sunil Narine","Delhi Capitals",2,0,5,0,"All","All",Inf,40
"Axar Patel",2021,"Trent Boult","Delhi Capitals",1,1,2,0,"All","All",1,50
"Axar Patel",2021,"Venkatesh Iyer","Delhi Capitals",0,1,2,0,"All","All",0,0
"Axar Patel",2022,"Andre Russell","Delhi Capitals",13,1,5,1,"All","All",13,260
"Axar Patel",2022,"Arshdeep Singh","Delhi Capitals",4,0,3,0,"All","All",Inf,133.333333333333
"Axar Patel",2022,"Basil Thampi","Delhi Capitals",7,0,5,0,"All","All",Inf,140
"Axar Patel",2022,"Daniel Sams","Delhi Capitals",21,0,6,0,"All","All",Inf,350
"Axar Patel",2022,"Dushmantha Chameera","Delhi Capitals",11,0,5,0,"All","All",Inf,220
"Axar Patel",2022,"Harpreet Brar","Delhi Capitals",4,0,2,0,"All","All",Inf,200
"Axar Patel",2022,"Harshal Patel","Delhi Capitals",3,0,3,0,"All","All",Inf,100
"Axar Patel",2022,"Harshit Rana","Delhi Capitals",6,0,5,0,"All","All",Inf,120
"Axar Patel",2022,"Jason Holder","Delhi Capitals",13,0,8,0,"All","All",Inf,162.5
"Axar Patel",2022,"Jasprit Bumrah","Delhi Capitals",19,0,10,0,"All","All",Inf,190
"Axar Patel",2022,"Josh Hazlewood","Delhi Capitals",6,0,3,0,"All","All",Inf,200
"Axar Patel",2022,"Kagiso Rabada","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Axar Patel",2022,"Liam Livingstone","Delhi Capitals",7,0,7,0,"All","All",Inf,100
"Axar Patel",2022,"Lockie Ferguson","Delhi Capitals",8,1,4,0,"All","All",8,200
"Axar Patel",2022,"Marcus Stoinis","Delhi Capitals",6,0,4,0,"All","All",Inf,150
"Axar Patel",2022,"Moeen Ali","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Axar Patel",2022,"Mohammed Siraj","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Axar Patel",2022,"Mohsin Khan","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Axar Patel",2022,"Mukesh Choudhary","Delhi Capitals",0,1,1,0,"All","All",0,0
"Axar Patel",2022,"Pat Cummins","Delhi Capitals",9,0,6,0,"All","All",Inf,150
"Axar Patel",2022,"Prasidh Krishna","Delhi Capitals",0,0,2,0,"All","All",NA,0
"Axar Patel",2022,"Rahul Chahar","Delhi Capitals",1,0,6,0,"All","All",Inf,16.6666666666667
"Axar Patel",2022,"Ramandeep Singh","Delhi Capitals",6,0,2,0,"All","All",Inf,300
"Axar Patel",2022,"Ravi Bishnoi","Delhi Capitals",11,0,6,0,"All","All",Inf,183.333333333333
"Axar Patel",2022,"Sunil Narine","Delhi Capitals",1,0,3,0,"All","All",Inf,33.3333333333333
"Axar Patel",2022,"Tim Southee","Delhi Capitals",3,0,4,0,"All","All",Inf,75
"Axar Patel",2022,"Tymal Mills","Delhi Capitals",4,0,4,0,"All","All",Inf,100
"Axar Patel",2022,"Umesh Yadav","Delhi Capitals",14,0,8,0,"All","All",Inf,175
"Axar Patel",2022,"Yuzvendra Chahal","Delhi Capitals",1,1,2,0,"All","All",1,50
"Ayush Badoni",2022,"Alzarri Joseph","Lucknow Super Giants",5,0,4,0,"All","All",Inf,125
"Ayush Badoni",2022,"Andre Russell","Lucknow Super Giants",10,0,7,0,"All","All",Inf,142.857142857143
"Ayush Badoni",2022,"Bhuvneshwar Kumar","Lucknow Super Giants",1,0,1,0,"All","All",Inf,100
"Ayush Badoni",2022,"Dwayne Bravo","Lucknow Super Giants",5,0,4,0,"All","All",Inf,125
"Ayush Badoni",2022,"Glenn Maxwell","Lucknow Super Giants",1,0,1,0,"All","All",Inf,100
"Ayush Badoni",2022,"Hardik Pandya","Lucknow Super Giants",18,0,10,0,"All","All",Inf,180
"Ayush Badoni",2022,"Jasprit Bumrah","Lucknow Super Giants",3,0,5,0,"All","All",Inf,60
"Ayush Badoni",2022,"Jaydev Unadkat","Lucknow Super Giants",2,0,2,0,"All","All",Inf,100
"Ayush Badoni",2022,"Josh Hazlewood","Lucknow Super Giants",2,1,2,0,"All","All",2,100
"Ayush Badoni",2022,"Kagiso Rabada","Lucknow Super Giants",4,1,4,0,"All","All",4,100
"Ayush Badoni",2022,"Kuldeep Sen","Lucknow Super Giants",2,0,2,0,"All","All",Inf,100
"Ayush Badoni",2022,"Lockie Ferguson","Lucknow Super Giants",15,0,11,0,"All","All",Inf,136.363636363636
"Ayush Badoni",2022,"Mohammed Shami","Lucknow Super Giants",5,0,5,0,"All","All",Inf,100
"Ayush Badoni",2022,"Mohammed Siraj","Lucknow Super Giants",9,0,8,0,"All","All",Inf,112.5
"Ayush Badoni",2022,"Mukesh Choudhary","Lucknow Super Giants",7,0,3,0,"All","All",Inf,233.333333333333
"Ayush Badoni",2022,"Rashid Khan","Lucknow Super Giants",16,0,17,0,"All","All",Inf,94.1176470588235
"Ayush Badoni",2022,"Ravichandran Ashwin","Lucknow Super Giants",2,0,3,0,"All","All",Inf,66.6666666666667
"Ayush Badoni",2022,"Ravisrinivasan Sai Kishore","Lucknow Super Giants",1,1,2,0,"All","All",1,50
"Ayush Badoni",2022,"Riley Meredith","Lucknow Super Giants",9,1,4,0,"All","All",9,225
"Ayush Badoni",2022,"Romario Shepherd","Lucknow Super Giants",12,1,8,1,"All","All",12,150
"Ayush Badoni",2022,"Shardul Thakur","Lucknow Super Giants",10,0,3,0,"All","All",Inf,333.333333333333
"Ayush Badoni",2022,"Shivam Dube","Lucknow Super Giants",7,0,2,0,"All","All",Inf,350
"Ayush Badoni",2022,"Shivam Mavi","Lucknow Super Giants",1,0,1,0,"All","All",Inf,100
"Ayush Badoni",2022,"Sunil Narine","Lucknow Super Giants",1,0,4,0,"All","All",Inf,25
"Ayush Badoni",2022,"T Natarajan","Lucknow Super Giants",1,0,1,0,"All","All",Inf,100
"Ayush Badoni",2022,"Tim Southee","Lucknow Super Giants",3,0,6,0,"All","All",Inf,50
"Ayush Badoni",2022,"Trent Boult","Lucknow Super Giants",0,1,1,0,"All","All",0,0
"Ayush Badoni",2022,"Varun Aaron","Lucknow Super Giants",2,1,3,0,"All","All",2,66.6666666666667
"Ayush Badoni",2022,"Wanindu Hasaranga de Silva","Lucknow Super Giants",1,0,2,0,"All","All",Inf,50
"Ayush Badoni",2022,"Washington Sundar","Lucknow Super Giants",5,0,2,0,"All","All",Inf,250
"Ayush Badoni",2022,"Yuzvendra Chahal","Lucknow Super Giants",1,1,2,0,"All","All",1,50
"Azhar Bilakhia",2009,"Albie Morkel","Deccan Chargers",6,0,7,0,"All","All",Inf,85.7142857142857
"Azhar Bilakhia",2009,"Amit Mishra","Deccan Chargers",7,1,11,0,"All","All",7,63.6363636363636
