"Bowling_Team","Bowler","Batting_Team","Stadium","Runs","Wickets","Balls","Season","Average","Economy"
"Kolkata Knight Riders","Jacques Kallis","Punjab Kings","Punjab Cricket Association Stadium",47,3,42,"All",15.6666666666667,6.71428571428571
"Kolkata Knight Riders","Jacques Kallis","Punjab Kings","Sheikh Zayed Stadium",32,1,24,"All",32,8
"Kolkata Knight Riders","Jacques Kallis","Rajasthan Royals","Eden Gardens",51,1,36,"All",51,8.5
"Kolkata Knight Riders","Jacques Kallis","Rajasthan Royals","Sawai Mansingh Stadium",94,0,72,"All",Inf,7.83333333333333
"Kolkata Knight Riders","Jacques Kallis","Rajasthan Royals","Sheikh Zayed Stadium",4,0,6,"All",Inf,4
"Kolkata Knight Riders","Jacques Kallis","Royal Challengers Bangalore","Eden Gardens",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Jacques Kallis","Royal Challengers Bangalore","JSCA International Stadium Complex",17,2,24,"All",8.5,4.25
"Kolkata Knight Riders","Jacques Kallis","Royal Challengers Bangalore","M Chinnaswamy Stadium",53,4,54,"All",13.25,5.88888888888889
"Kolkata Knight Riders","Jacques Kallis","Royal Challengers Bangalore","Sharjah Cricket Stadium",26,1,24,"All",26,6.5
"Kolkata Knight Riders","Jacques Kallis","Sunrisers Hyderabad","Eden Gardens",13,3,24,"All",4.33333333333333,3.25
"Kolkata Knight Riders","Jacques Kallis","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",13,0,6,"All",Inf,13
"Kolkata Knight Riders","Jason Holder","Delhi Capitals","Feroz Shah Kotla",35,0,24,"All",Inf,8.75
"Kolkata Knight Riders","Jason Holder","Gujarat Lions","Green Park",14,0,12,"All",Inf,7
"Kolkata Knight Riders","Jason Holder","Sunrisers Hyderabad","Eden Gardens",21,0,18,"All",Inf,7
"Kolkata Knight Riders","Jason Holder","Sunrisers Hyderabad","Feroz Shah Kotla",33,2,24,"All",16.5,8.25
"Kolkata Knight Riders","Javon Searles","Punjab Kings","Holkar Cricket Stadium",52,1,24,"All",52,13
"Kolkata Knight Riders","Javon Searles","Rajasthan Royals","Eden Gardens",13,0,6,"All",Inf,13
"Kolkata Knight Riders","Javon Searles","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",24,1,12,"All",24,12
"Kolkata Knight Riders","Jaydev Unadkat","Chennai Super Kings","Eden Gardens",11,0,6,"All",Inf,11
"Kolkata Knight Riders","Jaydev Unadkat","Deccan Chargers","Eden Gardens",36,2,24,"All",18,9
"Kolkata Knight Riders","Jaydev Unadkat","Delhi Capitals","Feroz Shah Kotla",24,1,24,"All",24,6
"Kolkata Knight Riders","Jaydev Unadkat","Kochi Tuskers Kerala","Nehru Stadium",25,2,24,"All",12.5,6.25
"Kolkata Knight Riders","Jaydev Unadkat","Mumbai Indians","Eden Gardens",27,1,24,"All",27,6.75
"Kolkata Knight Riders","Jaydev Unadkat","Mumbai Indians","Wankhede Stadium",49,0,18,"All",Inf,16.3333333333333
"Kolkata Knight Riders","Jaydev Unadkat","Punjab Kings","Eden Gardens",64,0,32,"All",Inf,12
"Kolkata Knight Riders","Jaydev Unadkat","Rajasthan Royals","Eden Gardens",26,3,24,"All",8.66666666666667,6.5
"Kolkata Knight Riders","Jaydev Unadkat","Royal Challengers Bangalore","Eden Gardens",24,0,18,"All",Inf,8
"Kolkata Knight Riders","Jaydev Unadkat","Royal Challengers Bangalore","M Chinnaswamy Stadium",30,1,12,"All",30,15
"Kolkata Knight Riders","Johan Botha","Delhi Capitals","Eden Gardens",14,0,6,"All",Inf,14
"Kolkata Knight Riders","Johan Botha","Punjab Kings","Eden Gardens",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Johan Botha","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",26,0,24,"All",Inf,6.5
"Kolkata Knight Riders","Johan Botha","Sunrisers Hyderabad","Eden Gardens",32,1,24,"All",32,8
"Kolkata Knight Riders","John Hastings","Delhi Capitals","Eden Gardens",6,2,16,"All",3,2.25
"Kolkata Knight Riders","John Hastings","Mumbai Indians","Eden Gardens",31,0,24,"All",Inf,7.75
"Kolkata Knight Riders","KC Cariappa","Royal Challengers Bangalore","Eden Gardens",28,1,12,"All",28,14
"Kolkata Knight Riders","KC Cariappa","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",34,0,12,"All",Inf,17
"Kolkata Knight Riders","Kamlesh Nagarkoti","Chennai Super Kings","Dubai International Cricket Stadium",34,0,18,"All",Inf,11.3333333333333
"Kolkata Knight Riders","Kamlesh Nagarkoti","Chennai Super Kings","Wankhede Stadium",25,0,12,"All",Inf,12.5
"Kolkata Knight Riders","Kamlesh Nagarkoti","Chennai Super Kings","Zayed Cricket Stadium",21,1,18,"All",21,7
"Kolkata Knight Riders","Kamlesh Nagarkoti","Delhi Capitals","Sharjah Cricket Stadium",35,1,18,"All",35,11.6666666666667
"Kolkata Knight Riders","Kamlesh Nagarkoti","Delhi Capitals","Zayed Cricket Stadium",11,0,12,"All",Inf,5.5
"Kolkata Knight Riders","Kamlesh Nagarkoti","Punjab Kings","Zayed Cricket Stadium",40,0,18,"All",Inf,13.3333333333333
"Kolkata Knight Riders","Kamlesh Nagarkoti","Rajasthan Royals","Dubai International Cricket Stadium",37,3,36,"All",12.3333333333333,6.16666666666667
"Kolkata Knight Riders","Kamlesh Nagarkoti","Royal Challengers Bangalore","Sharjah Cricket Stadium",36,0,24,"All",Inf,9
"Kolkata Knight Riders","Kamlesh Nagarkoti","Sunrisers Hyderabad","Zayed Cricket Stadium",17,0,12,"All",Inf,8.5
"Kolkata Knight Riders","Kuldeep Yadav","Chennai Super Kings","Eden Gardens",62,1,42,"All",62,8.85714285714286
"Kolkata Knight Riders","Kuldeep Yadav","Chennai Super Kings","MA Chidambaram Stadium",43,1,42,"All",43,6.14285714285714
"Kolkata Knight Riders","Kuldeep Yadav","Delhi Capitals","Eden Gardens",87,3,68,"All",29,7.67647058823529
"Kolkata Knight Riders","Kuldeep Yadav","Delhi Capitals","Feroz Shah Kotla",92,2,54,"All",46,10.2222222222222
"Kolkata Knight Riders","Kuldeep Yadav","Gujarat Lions","Eden Gardens",33,2,24,"All",16.5,8.25
"Kolkata Knight Riders","Kuldeep Yadav","Gujarat Lions","Saurashtra Cricket Association Stadium",25,2,24,"All",12.5,6.25
"Kolkata Knight Riders","Kuldeep Yadav","Mumbai Indians","Eden Gardens",105,2,60,"All",52.5,10.5
"Kolkata Knight Riders","Kuldeep Yadav","Mumbai Indians","Wankhede Stadium",52,1,36,"All",52,8.66666666666667
"Kolkata Knight Riders","Kuldeep Yadav","Mumbai Indians","Zayed Cricket Stadium",39,0,24,"All",Inf,9.75
"Kolkata Knight Riders","Kuldeep Yadav","Punjab Kings","Eden Gardens",45,0,30,"All",Inf,9
"Kolkata Knight Riders","Kuldeep Yadav","Punjab Kings","Holkar Cricket Stadium",29,1,12,"All",29,14.5
"Kolkata Knight Riders","Kuldeep Yadav","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",34,2,18,"All",17,11.3333333333333
"Kolkata Knight Riders","Kuldeep Yadav","Rajasthan Royals","Dubai International Cricket Stadium",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Kuldeep Yadav","Rajasthan Royals","Eden Gardens",38,5,48,"All",7.6,4.75
"Kolkata Knight Riders","Kuldeep Yadav","Rajasthan Royals","Sawai Mansingh Stadium",56,1,48,"All",56,7
"Kolkata Knight Riders","Kuldeep Yadav","Rising Pune Supergiants","Eden Gardens",35,1,24,"All",35,8.75
"Kolkata Knight Riders","Kuldeep Yadav","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Kuldeep Yadav","Royal Challengers Bangalore","Eden Gardens",92,1,42,"All",92,13.1428571428571
"Kolkata Knight Riders","Kuldeep Yadav","Royal Challengers Bangalore","M Chinnaswamy Stadium",51,2,48,"All",25.5,6.375
"Kolkata Knight Riders","Kuldeep Yadav","Sunrisers Hyderabad","Eden Gardens",121,6,108,"All",20.1666666666667,6.72222222222222
"Kolkata Knight Riders","Kuldeep Yadav","Sunrisers Hyderabad","Feroz Shah Kotla",35,3,24,"All",11.6666666666667,8.75
"Kolkata Knight Riders","Kuldeep Yadav","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",78,1,48,"All",78,9.75
"Kolkata Knight Riders","Kuldeep Yadav","Sunrisers Hyderabad","Zayed Cricket Stadium",33,0,30,"All",Inf,6.6
"Kolkata Knight Riders","Lakshmipathy Balaji","Chennai Super Kings","Eden Gardens",94,2,72,"All",47,7.83333333333333
"Kolkata Knight Riders","Lakshmipathy Balaji","Chennai Super Kings","MA Chidambaram Stadium",70,0,48,"All",Inf,8.75
"Kolkata Knight Riders","Lakshmipathy Balaji","Deccan Chargers","Barabati Stadium",22,2,24,"All",11,5.5
"Kolkata Knight Riders","Lakshmipathy Balaji","Deccan Chargers","Eden Gardens",31,0,24,"All",Inf,7.75
"Kolkata Knight Riders","Lakshmipathy Balaji","Deccan Chargers","Rajiv Gandhi International Stadium",27,0,18,"All",Inf,9
"Kolkata Knight Riders","Lakshmipathy Balaji","Delhi Capitals","Eden Gardens",20,1,24,"All",20,5
"Kolkata Knight Riders","Lakshmipathy Balaji","Delhi Capitals","Feroz Shah Kotla",38,2,24,"All",19,9.5
"Kolkata Knight Riders","Lakshmipathy Balaji","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",35,1,24,"All",35,8.75
"Kolkata Knight Riders","Lakshmipathy Balaji","Delhi Capitals","Subrata Roy Sahara Stadium",11,1,12,"All",11,5.5
"Kolkata Knight Riders","Lakshmipathy Balaji","Kochi Tuskers Kerala","Eden Gardens",23,0,24,"All",Inf,5.75
"Kolkata Knight Riders","Lakshmipathy Balaji","Mumbai Indians","Eden Gardens",75,1,42,"All",75,10.7142857142857
"Kolkata Knight Riders","Lakshmipathy Balaji","Mumbai Indians","Wankhede Stadium",34,2,54,"All",17,3.77777777777778
"Kolkata Knight Riders","Lakshmipathy Balaji","Pune Warriors","Dr DY Patil Sports Academy",7,2,6,"All",3.5,7
"Kolkata Knight Riders","Lakshmipathy Balaji","Pune Warriors","JSCA International Stadium Complex",41,1,24,"All",41,10.25
"Kolkata Knight Riders","Lakshmipathy Balaji","Pune Warriors","Subrata Roy Sahara Stadium",39,4,45,"All",9.75,5.2
"Kolkata Knight Riders","Lakshmipathy Balaji","Punjab Kings","Eden Gardens",65,1,42,"All",65,9.28571428571429
"Kolkata Knight Riders","Lakshmipathy Balaji","Punjab Kings","Punjab Cricket Association Stadium",59,2,48,"All",29.5,7.375
"Kolkata Knight Riders","Lakshmipathy Balaji","Rajasthan Royals","Eden Gardens",42,3,42,"All",14,6
"Kolkata Knight Riders","Lakshmipathy Balaji","Rajasthan Royals","Sawai Mansingh Stadium",31,0,24,"All",Inf,7.75
"Kolkata Knight Riders","Lakshmipathy Balaji","Royal Challengers Bangalore","Eden Gardens",43,1,24,"All",43,10.75
"Kolkata Knight Riders","Lakshmipathy Balaji","Royal Challengers Bangalore","JSCA International Stadium Complex",22,2,24,"All",11,5.5
"Kolkata Knight Riders","Lakshmipathy Balaji","Royal Challengers Bangalore","M Chinnaswamy Stadium",61,5,53,"All",12.2,6.90566037735849
"Kolkata Knight Riders","Lakshmipathy Balaji","Sunrisers Hyderabad","Eden Gardens",30,0,24,"All",Inf,7.5
"Kolkata Knight Riders","Laxmi Shukla","Chennai Super Kings","Eden Gardens",37,1,24,"All",37,9.25
"Kolkata Knight Riders","Laxmi Shukla","Chennai Super Kings","MA Chidambaram Stadium",34,0,24,"All",Inf,8.5
"Kolkata Knight Riders","Laxmi Shukla","Deccan Chargers","Dr DY Patil Sports Academy",30,1,18,"All",30,10
"Kolkata Knight Riders","Laxmi Shukla","Deccan Chargers","Rajiv Gandhi International Stadium",16,1,12,"All",16,8
"Kolkata Knight Riders","Laxmi Shukla","Delhi Capitals","Eden Gardens",14,3,11,"All",4.66666666666667,7.63636363636364
"Kolkata Knight Riders","Laxmi Shukla","Mumbai Indians","Buffalo Park",25,0,18,"All",Inf,8.33333333333333
"Kolkata Knight Riders","Laxmi Shukla","Mumbai Indians","Eden Gardens",11,0,6,"All",Inf,11
"Kolkata Knight Riders","Laxmi Shukla","Mumbai Indians","St George's Park",25,3,24,"All",8.33333333333333,6.25
"Kolkata Knight Riders","Laxmi Shukla","Punjab Kings","Eden Gardens",23,0,12,"All",Inf,11.5
"Kolkata Knight Riders","Laxmi Shukla","Punjab Kings","Kingsmead",22,0,12,"All",Inf,11
"Kolkata Knight Riders","Laxmi Shukla","Punjab Kings","St George's Park",8,0,6,"All",Inf,8
"Kolkata Knight Riders","Laxmi Shukla","Rajasthan Royals","Eden Gardens",37,1,30,"All",37,7.4
"Kolkata Knight Riders","Laxmi Shukla","Rajasthan Royals","Kingsmead",20,0,24,"All",Inf,5
"Kolkata Knight Riders","Laxmi Shukla","Rajasthan Royals","Sawai Mansingh Stadium",30,2,18,"All",15,10
"Kolkata Knight Riders","Laxmi Shukla","Royal Challengers Bangalore","Eden Gardens",20,1,12,"All",20,10
"Kolkata Knight Riders","Laxmi Shukla","Royal Challengers Bangalore","M Chinnaswamy Stadium",12,1,7,"All",12,10.2857142857143
"Kolkata Knight Riders","Lockie Ferguson","Chennai Super Kings","Dubai International Cricket Stadium",110,0,48,"All",Inf,13.75
"Kolkata Knight Riders","Lockie Ferguson","Chennai Super Kings","Zayed Cricket Stadium",33,1,24,"All",33,8.25
"Kolkata Knight Riders","Lockie Ferguson","Delhi Capitals","Eden Gardens",37,0,18,"All",Inf,12.3333333333333
"Kolkata Knight Riders","Lockie Ferguson","Delhi Capitals","Feroz Shah Kotla",38,1,24,"All",38,9.5
"Kolkata Knight Riders","Lockie Ferguson","Delhi Capitals","Sharjah Cricket Stadium",36,3,36,"All",12,6
"Kolkata Knight Riders","Lockie Ferguson","Delhi Capitals","Zayed Cricket Stadium",30,1,24,"All",30,7.5
"Kolkata Knight Riders","Lockie Ferguson","Mumbai Indians","Zayed Cricket Stadium",27,2,24,"All",13.5,6.75
"Kolkata Knight Riders","Lockie Ferguson","Punjab Kings","Eden Gardens",42,1,24,"All",42,10.5
"Kolkata Knight Riders","Lockie Ferguson","Punjab Kings","Sharjah Cricket Stadium",32,1,23,"All",32,8.34782608695652
"Kolkata Knight Riders","Lockie Ferguson","Rajasthan Royals","Sharjah Cricket Stadium",18,3,24,"All",6,4.5
"Kolkata Knight Riders","Lockie Ferguson","Royal Challengers Bangalore","M Chinnaswamy Stadium",32,0,12,"All",Inf,16
"Kolkata Knight Riders","Lockie Ferguson","Royal Challengers Bangalore","Sharjah Cricket Stadium",30,2,24,"All",15,7.5
"Kolkata Knight Riders","Lockie Ferguson","Royal Challengers Bangalore","Zayed Cricket Stadium",41,3,48,"All",13.6666666666667,5.125
"Kolkata Knight Riders","Lockie Ferguson","Sunrisers Hyderabad","Eden Gardens",34,0,24,"All",Inf,8.5
"Kolkata Knight Riders","Lockie Ferguson","Sunrisers Hyderabad","Zayed Cricket Stadium",15,3,24,"All",5,3.75
"Kolkata Knight Riders","Manoj Tiwary","Mumbai Indians","Eden Gardens",11,1,6,"All",11,11
"Kolkata Knight Riders","Manoj Tiwary","Punjab Kings","Eden Gardens",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Manoj Tiwary","Royal Challengers Bangalore","Eden Gardens",14,0,6,"All",Inf,14
"Kolkata Knight Riders","Marchant de Lange","Chennai Super Kings","Eden Gardens",37,0,18,"All",Inf,12.3333333333333
"Kolkata Knight Riders","Marchant de Lange","Delhi Capitals","Eden Gardens",36,0,18,"All",Inf,12
"Kolkata Knight Riders","Marchant de Lange","Pune Warriors","Eden Gardens",34,3,24,"All",11.3333333333333,8.5
"Kolkata Knight Riders","Mashrafe Mortaza","Deccan Chargers","New Wanderers Stadium",58,0,24,"All",Inf,14.5
"Kolkata Knight Riders","Mitchell Johnson","Chennai Super Kings","Eden Gardens",51,0,24,"All",Inf,12.75
"Kolkata Knight Riders","Mitchell Johnson","Delhi Capitals","Feroz Shah Kotla",42,0,24,"All",Inf,10.5
"Kolkata Knight Riders","Mitchell Johnson","Mumbai Indians","Wankhede Stadium",25,0,18,"All",Inf,8.33333333333333
"Kolkata Knight Riders","Mitchell Johnson","Royal Challengers Bangalore","Eden Gardens",30,1,24,"All",30,7.5
"Kolkata Knight Riders","Mitchell Johnson","Royal Challengers Bangalore","M Chinnaswamy Stadium",38,0,18,"All",Inf,12.6666666666667
"Kolkata Knight Riders","Mitchell Johnson","Sunrisers Hyderabad","Eden Gardens",30,1,18,"All",30,10
"Kolkata Knight Riders","Mohammad Hafeez","Chennai Super Kings","MA Chidambaram Stadium",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Mohammad Hafeez","Deccan Chargers","Eden Gardens",8,1,24,"All",8,2
"Kolkata Knight Riders","Mohammad Hafeez","Mumbai Indians","Eden Gardens",16,0,6,"All",Inf,16
"Kolkata Knight Riders","Mohammad Hafeez","Punjab Kings","Punjab Cricket Association Stadium",28,1,18,"All",28,9.33333333333333
"Kolkata Knight Riders","Mohammed Shami","Chennai Super Kings","MA Chidambaram Stadium",20,0,12,"All",Inf,10
"Kolkata Knight Riders","Mohammed Shami","Rajasthan Royals","Sawai Mansingh Stadium",26,0,18,"All",Inf,8.66666666666667
"Kolkata Knight Riders","Mohammed Shami","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",32,1,24,"All",32,8
"Kolkata Knight Riders","Mohnish Parmar","Deccan Chargers","Eden Gardens",33,0,18,"All",Inf,11
"Kolkata Knight Riders","Moises Henriques","Deccan Chargers","Newlands",4,0,1,"All",Inf,24
"Kolkata Knight Riders","Moises Henriques","Delhi Capitals","Kingsmead",36,0,24,"All",Inf,9
"Kolkata Knight Riders","Moises Henriques","Delhi Capitals","New Wanderers Stadium",35,1,24,"All",35,8.75
"Kolkata Knight Riders","Moises Henriques","Punjab Kings","Kingsmead",32,1,24,"All",32,8
"Kolkata Knight Riders","Morne Morkel","Delhi Capitals","Dubai International Cricket Stadium",41,2,24,"All",20.5,10.25
"Kolkata Knight Riders","Morne Morkel","Delhi Capitals","Feroz Shah Kotla",30,2,24,"All",15,7.5
"Kolkata Knight Riders","Morne Morkel","Gujarat Lions","Eden Gardens",38,0,24,"All",Inf,9.5
"Kolkata Knight Riders","Morne Morkel","Gujarat Lions","Green Park",39,1,21,"All",39,11.1428571428571
"Kolkata Knight Riders","Morne Morkel","Mumbai Indians","Barabati Stadium",35,2,24,"All",17.5,8.75
"Kolkata Knight Riders","Morne Morkel","Mumbai Indians","Eden Gardens",18,2,24,"All",9,4.5
"Kolkata Knight Riders","Morne Morkel","Mumbai Indians","Sheikh Zayed Stadium",16,1,24,"All",16,4
"Kolkata Knight Riders","Morne Morkel","Mumbai Indians","Wankhede Stadium",27,1,24,"All",27,6.75
"Kolkata Knight Riders","Morne Morkel","Punjab Kings","Barabati Stadium",20,2,24,"All",10,5
"Kolkata Knight Riders","Morne Morkel","Punjab Kings","Eden Gardens",50,3,48,"All",16.6666666666667,6.25
"Kolkata Knight Riders","Morne Morkel","Punjab Kings","M Chinnaswamy Stadium",40,0,24,"All",Inf,10
"Kolkata Knight Riders","Morne Morkel","Punjab Kings","Maharashtra Cricket Association Stadium",27,2,24,"All",13.5,6.75
"Kolkata Knight Riders","Morne Morkel","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",27,2,24,"All",13.5,6.75
"Kolkata Knight Riders","Morne Morkel","Punjab Kings","Sheikh Zayed Stadium",26,1,24,"All",26,6.5
"Kolkata Knight Riders","Morne Morkel","Rajasthan Royals","Brabourne Stadium",38,0,24,"All",Inf,9.5
"Kolkata Knight Riders","Morne Morkel","Rajasthan Royals","Sheikh Zayed Stadium",40,1,24,"All",40,10
"Kolkata Knight Riders","Morne Morkel","Rising Pune Supergiants","Eden Gardens",22,0,18,"All",Inf,7.33333333333333
"Kolkata Knight Riders","Morne Morkel","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",30,0,18,"All",Inf,10
"Kolkata Knight Riders","Morne Morkel","Royal Challengers Bangalore","Eden Gardens",76,1,60,"All",76,7.6
"Kolkata Knight Riders","Morne Morkel","Royal Challengers Bangalore","M Chinnaswamy Stadium",28,2,24,"All",14,7
"Kolkata Knight Riders","Morne Morkel","Royal Challengers Bangalore","Sharjah Cricket Stadium",34,0,24,"All",Inf,8.5
"Kolkata Knight Riders","Morne Morkel","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Morne Morkel","Sunrisers Hyderabad","Eden Gardens",32,1,24,"All",32,8
"Kolkata Knight Riders","Morne Morkel","Sunrisers Hyderabad","Feroz Shah Kotla",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Morne Morkel","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",74,2,48,"All",37,9.25
"Kolkata Knight Riders","Murali Kartik","Chennai Super Kings","Eden Gardens",21,0,24,"All",Inf,5.25
"Kolkata Knight Riders","Murali Kartik","Chennai Super Kings","MA Chidambaram Stadium",33,0,18,"All",Inf,11
"Kolkata Knight Riders","Murali Kartik","Chennai Super Kings","SuperSport Park",27,0,18,"All",Inf,9
"Kolkata Knight Riders","Murali Kartik","Deccan Chargers","Dr DY Patil Sports Academy",17,1,18,"All",17,5.66666666666667
"Kolkata Knight Riders","Murali Kartik","Deccan Chargers","Eden Gardens",46,4,46,"All",11.5,6
"Kolkata Knight Riders","Murali Kartik","Deccan Chargers","New Wanderers Stadium",12,1,24,"All",12,3
"Kolkata Knight Riders","Murali Kartik","Deccan Chargers","Newlands",23,0,24,"All",Inf,5.75
"Kolkata Knight Riders","Murali Kartik","Deccan Chargers","Rajiv Gandhi International Stadium",29,0,18,"All",Inf,9.66666666666667
"Kolkata Knight Riders","Murali Kartik","Delhi Capitals","Feroz Shah Kotla",26,0,24,"All",Inf,6.5
"Kolkata Knight Riders","Murali Kartik","Delhi Capitals","Kingsmead",18,0,24,"All",Inf,4.5
"Kolkata Knight Riders","Murali Kartik","Delhi Capitals","New Wanderers Stadium",20,0,24,"All",Inf,5
"Kolkata Knight Riders","Murali Kartik","Mumbai Indians","Brabourne Stadium",21,1,24,"All",21,5.25
"Kolkata Knight Riders","Murali Kartik","Mumbai Indians","Buffalo Park",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Murali Kartik","Mumbai Indians","Eden Gardens",44,2,42,"All",22,6.28571428571429
