"Bowling_Team","Bowler","Batting_Team","Runs","Wickets","Balls","Season","Stadium","Average","Economy"
"Chennai Super Kings","Ronit More","Sunrisers Hyderabad",28,0,12,"All","All",Inf,14
"Chennai Super Kings","Sam Curran","Delhi Capitals",86,2,60,"All","All",43,8.6
"Chennai Super Kings","Sam Curran","Kolkata Knight Riders",161,3,90,"All","All",53.6666666666667,10.7333333333333
"Chennai Super Kings","Sam Curran","Mumbai Indians",62,4,48,"All","All",15.5,7.75
"Chennai Super Kings","Sam Curran","Punjab Kings",58,1,48,"All","All",58,7.25
"Chennai Super Kings","Sam Curran","Rajasthan Royals",118,5,78,"All","All",23.6,9.07692307692308
"Chennai Super Kings","Sam Curran","Royal Challengers Bangalore",102,5,66,"All","All",20.4,9.27272727272727
"Chennai Super Kings","Sam Curran","Sunrisers Hyderabad",85,2,60,"All","All",42.5,8.5
"Chennai Super Kings","Samuel Badree","Mumbai Indians",34,1,24,"All","All",34,8.5
"Chennai Super Kings","Samuel Badree","Rajasthan Royals",19,1,24,"All","All",19,4.75
"Chennai Super Kings","Samuel Badree","Royal Challengers Bangalore",44,0,36,"All","All",Inf,7.33333333333333
"Chennai Super Kings","Scott Kuggeleijn","Kolkata Knight Riders",34,0,24,"All","All",Inf,8.5
"Chennai Super Kings","Scott Kuggeleijn","Punjab Kings",37,2,24,"All","All",18.5,9.25
"Chennai Super Kings","Scott Styris","Punjab Kings",13,0,6,"All","All",Inf,13
"Chennai Super Kings","Shadab Jakati","Deccan Chargers",149,11,120,"All","All",13.5454545454545,7.45
"Chennai Super Kings","Shadab Jakati","Delhi Capitals",140,7,114,"All","All",20,7.36842105263158
"Chennai Super Kings","Shadab Jakati","Kochi Tuskers Kerala",53,1,42,"All","All",53,7.57142857142857
"Chennai Super Kings","Shadab Jakati","Kolkata Knight Riders",180,5,144,"All","All",36,7.5
"Chennai Super Kings","Shadab Jakati","Mumbai Indians",169,5,132,"All","All",33.8,7.68181818181818
"Chennai Super Kings","Shadab Jakati","Pune Warriors",47,1,42,"All","All",47,6.71428571428571
"Chennai Super Kings","Shadab Jakati","Punjab Kings",84,1,43,"All","All",84,11.7209302325581
"Chennai Super Kings","Shadab Jakati","Rajasthan Royals",166,7,126,"All","All",23.7142857142857,7.90476190476191
"Chennai Super Kings","Shadab Jakati","Royal Challengers Bangalore",192,7,150,"All","All",27.4285714285714,7.68
"Chennai Super Kings","Shane Watson","Delhi Capitals",27,0,12,"All","All",Inf,13.5
"Chennai Super Kings","Shane Watson","Kolkata Knight Riders",58,2,36,"All","All",29,9.66666666666667
"Chennai Super Kings","Shane Watson","Mumbai Indians",70,2,48,"All","All",35,8.75
"Chennai Super Kings","Shane Watson","Punjab Kings",15,1,12,"All","All",15,7.5
"Chennai Super Kings","Shane Watson","Rajasthan Royals",22,1,24,"All","All",22,5.5
"Chennai Super Kings","Shane Watson","Royal Challengers Bangalore",21,0,12,"All","All",Inf,10.5
"Chennai Super Kings","Shane Watson","Sunrisers Hyderabad",38,0,24,"All","All",Inf,9.5
"Chennai Super Kings","Shardul Thakur","Delhi Capitals",200,6,130,"All","All",33.3333333333333,9.23076923076923
"Chennai Super Kings","Shardul Thakur","Kolkata Knight Riders",189,10,139,"All","All",18.9,8.15827338129496
"Chennai Super Kings","Shardul Thakur","Mumbai Indians",223,4,134,"All","All",55.75,9.98507462686567
"Chennai Super Kings","Shardul Thakur","Punjab Kings",195,10,130,"All","All",19.5,9
"Chennai Super Kings","Shardul Thakur","Rajasthan Royals",210,10,156,"All","All",21,8.07692307692308
"Chennai Super Kings","Shardul Thakur","Royal Challengers Bangalore",185,7,132,"All","All",26.4285714285714,8.40909090909091
"Chennai Super Kings","Shardul Thakur","Sunrisers Hyderabad",312,8,192,"All","All",39,9.75
"Chennai Super Kings","Shivam Dube","Kolkata Knight Riders",11,0,6,"All","All",Inf,11
"Chennai Super Kings","Shivam Dube","Lucknow Super Giants",25,0,6,"All","All",Inf,25
"Chennai Super Kings","Simarjeet Singh","Delhi Capitals",27,2,24,"All","All",13.5,6.75
"Chennai Super Kings","Simarjeet Singh","Gujarat Titans",26,0,18,"All","All",Inf,8.66666666666667
"Chennai Super Kings","Simarjeet Singh","Mumbai Indians",22,1,24,"All","All",22,5.5
"Chennai Super Kings","Simarjeet Singh","Rajasthan Royals",18,1,18,"All","All",18,6
"Chennai Super Kings","Simarjeet Singh","Royal Challengers Bangalore",21,0,12,"All","All",Inf,10.5
"Chennai Super Kings","Simarjeet Singh","Sunrisers Hyderabad",24,0,12,"All","All",Inf,12
"Chennai Super Kings","Sudeep Tyagi","Deccan Chargers",60,1,29,"All","All",60,12.4137931034483
"Chennai Super Kings","Sudeep Tyagi","Delhi Capitals",18,2,18,"All","All",9,6
"Chennai Super Kings","Sudeep Tyagi","Kolkata Knight Riders",29,0,18,"All","All",Inf,9.66666666666667
"Chennai Super Kings","Sudeep Tyagi","Mumbai Indians",49,2,36,"All","All",24.5,8.16666666666667
"Chennai Super Kings","Sudeep Tyagi","Punjab Kings",34,0,24,"All","All",Inf,8.5
"Chennai Super Kings","Sudeep Tyagi","Rajasthan Royals",65,0,48,"All","All",Inf,8.125
"Chennai Super Kings","Sudeep Tyagi","Royal Challengers Bangalore",40,1,36,"All","All",40,6.66666666666667
"Chennai Super Kings","Suraj Randiv","Deccan Chargers",34,0,24,"All","All",Inf,8.5
"Chennai Super Kings","Suraj Randiv","Kolkata Knight Riders",47,1,36,"All","All",47,7.83333333333333
"Chennai Super Kings","Suraj Randiv","Mumbai Indians",31,1,18,"All","All",31,10.3333333333333
"Chennai Super Kings","Suraj Randiv","Pune Warriors",23,0,24,"All","All",Inf,5.75
"Chennai Super Kings","Suraj Randiv","Punjab Kings",32,1,24,"All","All",32,8
"Chennai Super Kings","Suraj Randiv","Rajasthan Royals",32,1,24,"All","All",32,8
"Chennai Super Kings","Suraj Randiv","Royal Challengers Bangalore",24,2,24,"All","All",12,6
"Chennai Super Kings","Suresh Raina","Deccan Chargers",70,7,73,"All","All",10,5.75342465753425
"Chennai Super Kings","Suresh Raina","Delhi Capitals",58,0,60,"All","All",Inf,5.8
"Chennai Super Kings","Suresh Raina","Kochi Tuskers Kerala",26,0,24,"All","All",Inf,6.5
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders",122,2,102,"All","All",61,7.17647058823529
"Chennai Super Kings","Suresh Raina","Mumbai Indians",122,3,87,"All","All",40.6666666666667,8.41379310344828
"Chennai Super Kings","Suresh Raina","Pune Warriors",49,0,54,"All","All",Inf,5.44444444444444
"Chennai Super Kings","Suresh Raina","Punjab Kings",118,3,95,"All","All",39.3333333333333,7.45263157894737
"Chennai Super Kings","Suresh Raina","Rajasthan Royals",91,4,83,"All","All",22.75,6.57831325301205
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore",228,2,156,"All","All",114,8.76923076923077
"Chennai Super Kings","Suresh Raina","Sunrisers Hyderabad",50,3,42,"All","All",16.6666666666667,7.14285714285714
"Chennai Super Kings","Thilan Thushara","Deccan Chargers",27,0,24,"All","All",Inf,6.75
"Chennai Super Kings","Thilan Thushara","Mumbai Indians",48,3,39,"All","All",16,7.38461538461539
"Chennai Super Kings","Thilan Thushara","Punjab Kings",28,2,24,"All","All",14,7
"Chennai Super Kings","Thilan Thushara","Rajasthan Royals",28,2,24,"All","All",14,7
"Chennai Super Kings","Thilan Thushara","Royal Challengers Bangalore",30,1,24,"All","All",30,7.5
"Chennai Super Kings","Thisara Perera","Mumbai Indians",19,0,6,"All","All",Inf,19
"Chennai Super Kings","Tim Southee","Kochi Tuskers Kerala",38,0,18,"All","All",Inf,12.6666666666667
"Chennai Super Kings","Tim Southee","Kolkata Knight Riders",30,1,24,"All","All",30,7.5
"Chennai Super Kings","Tim Southee","Pune Warriors",33,1,24,"All","All",33,8.25
"Chennai Super Kings","Tim Southee","Punjab Kings",33,1,24,"All","All",33,8.25
"Chennai Super Kings","Tim Southee","Royal Challengers Bangalore",32,1,24,"All","All",32,8
"Chennai Super Kings","Tushar Deshpande","Kolkata Knight Riders",23,0,18,"All","All",Inf,7.66666666666667
"Chennai Super Kings","Tushar Deshpande","Lucknow Super Giants",40,1,24,"All","All",40,10
"Chennai Super Kings","Vidyut Sivaramakrishnan","Rajasthan Royals",22,1,12,"All","All",22,11
"Chennai Super Kings","Vijay Shankar","Rajasthan Royals",19,0,6,"All","All",Inf,19
"Chennai Super Kings","Yo Mahesh","Kolkata Knight Riders",11,0,6,"All","All",Inf,11
"Chennai Super Kings","Yo Mahesh","Pune Warriors",22,1,14,"All","All",22,9.42857142857143
"Chennai Super Kings","Yo Mahesh","Punjab Kings",27,0,12,"All","All",Inf,13.5
"Chennai Super Kings","Yo Mahesh","Rajasthan Royals",21,2,24,"All","All",10.5,5.25
"Deccan Chargers","Abhishek Jhunjhunwala","Chennai Super Kings",13,1,18,"All","All",13,4.33333333333333
"Deccan Chargers","Abhishek Jhunjhunwala","Punjab Kings",25,0,18,"All","All",Inf,8.33333333333333
"Deccan Chargers","Amit Mishra","Chennai Super Kings",52,1,30,"All","All",52,10.4
"Deccan Chargers","Amit Mishra","Delhi Capitals",151,2,84,"All","All",75.5,10.7857142857143
"Deccan Chargers","Amit Mishra","Kochi Tuskers Kerala",12,1,24,"All","All",12,3
"Deccan Chargers","Amit Mishra","Kolkata Knight Riders",68,4,66,"All","All",17,6.18181818181818
"Deccan Chargers","Amit Mishra","Mumbai Indians",92,4,96,"All","All",23,5.75
"Deccan Chargers","Amit Mishra","Pune Warriors",97,3,80,"All","All",32.3333333333333,7.275
"Deccan Chargers","Amit Mishra","Punjab Kings",88,7,78,"All","All",12.5714285714286,6.76923076923077
"Deccan Chargers","Amit Mishra","Rajasthan Royals",80,5,72,"All","All",16,6.66666666666667
"Deccan Chargers","Amit Mishra","Royal Challengers Bangalore",95,5,72,"All","All",19,7.91666666666667
"Deccan Chargers","Anand Rajan","Kolkata Knight Riders",11,1,12,"All","All",11,5.5
"Deccan Chargers","Anand Rajan","Mumbai Indians",36,3,30,"All","All",12,7.2
"Deccan Chargers","Anand Rajan","Punjab Kings",23,0,12,"All","All",Inf,11.5
"Deccan Chargers","Anand Rajan","Rajasthan Royals",45,1,24,"All","All",45,11.25
"Deccan Chargers","Anand Rajan","Royal Challengers Bangalore",44,1,23,"All","All",44,11.4782608695652
"Deccan Chargers","Andrew Symonds","Chennai Super Kings",70,4,66,"All","All",17.5,6.36363636363636
"Deccan Chargers","Andrew Symonds","Delhi Capitals",103,5,84,"All","All",20.6,7.35714285714286
"Deccan Chargers","Andrew Symonds","Kolkata Knight Riders",100,3,84,"All","All",33.3333333333333,7.14285714285714
"Deccan Chargers","Andrew Symonds","Mumbai Indians",72,0,48,"All","All",Inf,9
"Deccan Chargers","Andrew Symonds","Punjab Kings",68,2,54,"All","All",34,7.55555555555556
"Deccan Chargers","Andrew Symonds","Rajasthan Royals",103,0,65,"All","All",Inf,9.50769230769231
"Deccan Chargers","Andrew Symonds","Royal Challengers Bangalore",117,5,102,"All","All",23.4,6.88235294117647
"Deccan Chargers","Ankit Sharma","Chennai Super Kings",41,1,30,"All","All",41,8.2
"Deccan Chargers","Ankit Sharma","Delhi Capitals",34,0,19,"All","All",Inf,10.7368421052632
"Deccan Chargers","Ankit Sharma","Kolkata Knight Riders",19,1,24,"All","All",19,4.75
"Deccan Chargers","Ankit Sharma","Mumbai Indians",18,0,24,"All","All",Inf,4.5
"Deccan Chargers","Ankit Sharma","Pune Warriors",20,2,24,"All","All",10,5
"Deccan Chargers","Ankit Sharma","Rajasthan Royals",33,0,24,"All","All",Inf,8.25
"Deccan Chargers","Ashish Reddy","Chennai Super Kings",16,1,12,"All","All",16,8
"Deccan Chargers","Ashish Reddy","Delhi Capitals",29,0,12,"All","All",Inf,14.5
"Deccan Chargers","Ashish Reddy","Mumbai Indians",11,1,13,"All","All",11,5.07692307692308
"Deccan Chargers","Ashish Reddy","Pune Warriors",64,3,42,"All","All",21.3333333333333,9.14285714285714
"Deccan Chargers","Ashish Reddy","Punjab Kings",39,2,24,"All","All",19.5,9.75
"Deccan Chargers","Ashish Reddy","Rajasthan Royals",17,0,12,"All","All",Inf,8.5
"Deccan Chargers","Ashish Reddy","Royal Challengers Bangalore",61,4,48,"All","All",15.25,7.625
"Deccan Chargers","Bharat Chipli","Delhi Capitals",20,0,6,"All","All",Inf,20
"Deccan Chargers","Cameron White","Kolkata Knight Riders",8,0,6,"All","All",Inf,8
"Deccan Chargers","Cameron White","Mumbai Indians",19,0,12,"All","All",Inf,9.5
"Deccan Chargers","Chamara Silva","Royal Challengers Bangalore",21,0,6,"All","All",Inf,21
"Deccan Chargers","Chaminda Vaas","Chennai Super Kings",21,3,24,"All","All",7,5.25
"Deccan Chargers","Chaminda Vaas","Delhi Capitals",114,4,90,"All","All",28.5,7.6
"Deccan Chargers","Chaminda Vaas","Kolkata Knight Riders",67,5,54,"All","All",13.4,7.44444444444444
"Deccan Chargers","Chaminda Vaas","Punjab Kings",27,2,24,"All","All",13.5,6.75
"Deccan Chargers","Chaminda Vaas","Rajasthan Royals",90,3,66,"All","All",30,8.18181818181818
"Deccan Chargers","Chaminda Vaas","Royal Challengers Bangalore",36,1,24,"All","All",36,9
"Deccan Chargers","Dale Steyn","Chennai Super Kings",50,2,48,"All","All",25,6.25
"Deccan Chargers","Dale Steyn","Delhi Capitals",67,4,72,"All","All",16.75,5.58333333333333
"Deccan Chargers","Dale Steyn","Kochi Tuskers Kerala",16,3,21,"All","All",5.33333333333333,4.57142857142857
"Deccan Chargers","Dale Steyn","Kolkata Knight Riders",88,4,72,"All","All",22,7.33333333333333
"Deccan Chargers","Dale Steyn","Mumbai Indians",61,5,72,"All","All",12.2,5.08333333333333
"Deccan Chargers","Dale Steyn","Pune Warriors",99,1,72,"All","All",99,8.25
"Deccan Chargers","Dale Steyn","Punjab Kings",63,3,60,"All","All",21,6.3
"Deccan Chargers","Dale Steyn","Rajasthan Royals",78,4,70,"All","All",19.5,6.68571428571429
"Deccan Chargers","Dale Steyn","Royal Challengers Bangalore",62,6,66,"All","All",10.3333333333333,5.63636363636364
"Deccan Chargers","Dan Christian","Chennai Super Kings",73,3,66,"All","All",24.3333333333333,6.63636363636364
"Deccan Chargers","Dan Christian","Delhi Capitals",104,4,72,"All","All",26,8.66666666666667
"Deccan Chargers","Dan Christian","Kochi Tuskers Kerala",12,0,18,"All","All",Inf,4
"Deccan Chargers","Dan Christian","Kolkata Knight Riders",58,1,36,"All","All",58,9.66666666666667
"Deccan Chargers","Dan Christian","Mumbai Indians",132,1,84,"All","All",132,9.42857142857143
"Deccan Chargers","Dan Christian","Pune Warriors",34,4,36,"All","All",8.5,5.66666666666667
"Deccan Chargers","Dan Christian","Punjab Kings",80,4,58,"All","All",20,8.27586206896552
"Deccan Chargers","Dan Christian","Rajasthan Royals",68,1,42,"All","All",68,9.71428571428572
"Deccan Chargers","Dan Christian","Royal Challengers Bangalore",22,1,24,"All","All",22,5.5
"Deccan Chargers","Daniel Harris","Chennai Super Kings",11,0,6,"All","All",Inf,11
"Deccan Chargers","Daniel Harris","Punjab Kings",15,0,12,"All","All",Inf,7.5
"Deccan Chargers","Doddapaneni Kalyankrishna","Mumbai Indians",23,0,12,"All","All",Inf,11.5
"Deccan Chargers","Doddapaneni Kalyankrishna","Punjab Kings",34,1,18,"All","All",34,11.3333333333333
"Deccan Chargers","Doddapaneni Kalyankrishna","Rajasthan Royals",30,1,18,"All","All",30,10
"Deccan Chargers","Dwaraka Ravi Teja","Kolkata Knight Riders",9,0,6,"All","All",Inf,9
"Deccan Chargers","Dwaraka Ravi Teja","Royal Challengers Bangalore",19,1,12,"All","All",19,9.5
"Deccan Chargers","Dwayne Smith","Chennai Super Kings",52,0,24,"All","All",Inf,13
"Deccan Chargers","Dwayne Smith","Delhi Capitals",33,1,30,"All","All",33,6.6
"Deccan Chargers","Dwayne Smith","Mumbai Indians",28,0,18,"All","All",Inf,9.33333333333333
"Deccan Chargers","Dwayne Smith","Rajasthan Royals",47,1,35,"All","All",47,8.05714285714286
"Deccan Chargers","Fidel Edwards","Chennai Super Kings",21,1,24,"All","All",21,5.25
"Deccan Chargers","Fidel Edwards","Delhi Capitals",44,0,22,"All","All",Inf,12
"Deccan Chargers","Fidel Edwards","Kolkata Knight Riders",6,0,24,"All","All",Inf,1.5
"Deccan Chargers","Fidel Edwards","Mumbai Indians",27,2,24,"All","All",13.5,6.75
"Deccan Chargers","Fidel Edwards","Rajasthan Royals",17,1,22,"All","All",17,4.63636363636364
"Deccan Chargers","Fidel Edwards","Royal Challengers Bangalore",39,1,24,"All","All",39,9.75
"Deccan Chargers","Harmeet Singh","Chennai Super Kings",69,3,66,"All","All",23,6.27272727272727
"Deccan Chargers","Harmeet Singh","Delhi Capitals",83,4,66,"All","All",20.75,7.54545454545454
"Deccan Chargers","Harmeet Singh","Kolkata Knight Riders",84,1,59,"All","All",84,8.54237288135593
"Deccan Chargers","Harmeet Singh","Mumbai Indians",47,0,24,"All","All",Inf,11.75
"Deccan Chargers","Harmeet Singh","Rajasthan Royals",25,2,24,"All","All",12.5,6.25
"Deccan Chargers","Harmeet Singh","Royal Challengers Bangalore",111,4,84,"All","All",27.75,7.92857142857143
"Deccan Chargers","Ishan Malhotra","Delhi Capitals",23,0,6,"All","All",Inf,23
"Deccan Chargers","Ishant Sharma","Chennai Super Kings",41,0,24,"All","All",Inf,10.25
"Deccan Chargers","Ishant Sharma","Delhi Capitals",16,2,24,"All","All",8,4
"Deccan Chargers","Ishant Sharma","Kochi Tuskers Kerala",12,5,18,"All","All",2.4,4
"Deccan Chargers","Ishant Sharma","Kolkata Knight Riders",64,0,42,"All","All",Inf,9.14285714285714
"Deccan Chargers","Ishant Sharma","Mumbai Indians",69,3,48,"All","All",23,8.625
"Deccan Chargers","Ishant Sharma","Pune Warriors",44,0,36,"All","All",Inf,7.33333333333333
"Deccan Chargers","Ishant Sharma","Punjab Kings",23,0,24,"All","All",Inf,5.75
"Deccan Chargers","Ishant Sharma","Rajasthan Royals",24,0,24,"All","All",Inf,6
"Deccan Chargers","Ishant Sharma","Royal Challengers Bangalore",21,1,24,"All","All",21,5.25
"Deccan Chargers","Jaskaran Singh","Chennai Super Kings",16,0,6,"All","All",Inf,16
"Deccan Chargers","Jaskaran Singh","Kolkata Knight Riders",53,3,42,"All","All",17.6666666666667,7.57142857142857
"Deccan Chargers","Jaskaran Singh","Mumbai Indians",58,2,30,"All","All",29,11.6
"Deccan Chargers","Jaskaran Singh","Punjab Kings",12,1,6,"All","All",12,12
"Deccan Chargers","Jaskaran Singh","Royal Challengers Bangalore",32,0,18,"All","All",Inf,10.6666666666667
"Deccan Chargers","Jean-Paul Duminy","Chennai Super Kings",21,0,18,"All","All",Inf,7
"Deccan Chargers","Jean-Paul Duminy","Delhi Capitals",44,0,24,"All","All",Inf,11
"Deccan Chargers","Jean-Paul Duminy","Kolkata Knight Riders",24,1,12,"All","All",24,12
"Deccan Chargers","Jean-Paul Duminy","Mumbai Indians",11,2,18,"All","All",5.5,3.66666666666667
"Deccan Chargers","Jean-Paul Duminy","Pune Warriors",90,1,60,"All","All",90,9
"Deccan Chargers","Jean-Paul Duminy","Punjab Kings",44,1,36,"All","All",44,7.33333333333333
"Deccan Chargers","Jean-Paul Duminy","Rajasthan Royals",13,0,12,"All","All",Inf,6.5
"Deccan Chargers","Kemar Roach","Kolkata Knight Riders",48,0,24,"All","All",Inf,12
"Deccan Chargers","Kemar Roach","Mumbai Indians",32,0,24,"All","All",Inf,8
"Deccan Chargers","Manpreet Gony","Chennai Super Kings",54,0,24,"All","All",Inf,13.5
"Deccan Chargers","Manpreet Gony","Delhi Capitals",22,0,24,"All","All",Inf,5.5
"Deccan Chargers","Manpreet Gony","Kochi Tuskers Kerala",19,1,18,"All","All",19,6.33333333333333
"Deccan Chargers","Manpreet Gony","Pune Warriors",27,1,24,"All","All",27,6.75
"Deccan Chargers","Manpreet Gony","Punjab Kings",75,1,36,"All","All",75,12.5
"Deccan Chargers","Manpreet Gony","Rajasthan Royals",26,1,24,"All","All",26,6.5
"Deccan Chargers","Manpreet Gony","Royal Challengers Bangalore",69,3,48,"All","All",23,8.625
"Deccan Chargers","Mitchell Marsh","Delhi Capitals",19,1,12,"All","All",19,9.5
"Deccan Chargers","Mitchell Marsh","Punjab Kings",32,0,24,"All","All",Inf,8
"Deccan Chargers","Mitchell Marsh","Royal Challengers Bangalore",37,1,24,"All","All",37,9.25
"Deccan Chargers","Nuwan Zoysa","Mumbai Indians",67,1,42,"All","All",67,9.57142857142857
